grade;source;link;element;value;issue_type
GS41;zknives;https://zknives.com/knives/steels/gs41.shtml;w;2.50-3.50;range
GS41;zknives;https://zknives.com/knives/steels/gs41.shtml;ni;0.00-0.25;range
GS41;zknives;https://zknives.com/knives/steels/gs41.shtml;mn;0.00-0.50;range
GS41;zknives;https://zknives.com/knives/steels/gs41.shtml;cu;0.00-0.25;range
ПСр70;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2507;cu;25.5 - 26.5;range
ЛМцА57-3-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1046;mn;2.5 - 3.5;range
ЛМцА57-3-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1046;p;"до &nbsp; 0.01";qualifier
ЛМцА57-3-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1046;cu;55 - 58.5;range
FeCr70C50Si4LSLP;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2244;c;4 - 6;range
FeCr70C50Si4LSLP;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2244;cr;65 - 75;range
FeCr70C50Si4LSLP;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2244;si;3 - 5;range
FeCr70C50Si4LSLP;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2244;s;"до &nbsp; 0.05";qualifier
FeCr70C50Si4LSLP;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2244;p;"до &nbsp; 0.03";qualifier
Д16;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1438;cr;"до &nbsp; 0.1";qualifier
Д16;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1438;mn;0.3 - 0.9;range
Д16;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1438;si;"до &nbsp; 0.5";qualifier
Д16;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1438;cu;3.8 - 4.9;range
НбП-б;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2861;c;"до &nbsp; 0.01";qualifier
НбП-б;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2861;mo;"до &nbsp; 0.005";qualifier
НбП-б;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2861;w;"до &nbsp; 0.005";qualifier
НбП-б;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2861;co;"до &nbsp; 0.001";qualifier
НбП-б;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2861;ni;"до &nbsp; 0.001";qualifier
НбП-б;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2861;mn;"до &nbsp; 0.001";qualifier
НбП-б;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2861;si;"до &nbsp; 0.003";qualifier
НбП-б;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2861;cu;"до &nbsp; 0.003";qualifier
НбП-б;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2861;n;"до &nbsp; 0.02";qualifier
C80W2;zknives;https://zknives.com/knives/steels/c80w2.shtml;mn;0.10-0.40;range
C80W2;zknives;https://zknives.com/knives/steels/c80w2.shtml;si;0.10-0.40;range
ЛМцСКА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1886;ni;"до &nbsp; 1";qualifier
ЛМцСКА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1886;mn;2 - 3;range
ЛМцСКА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1886;si;0.5 - 1.3;range
ЛМцСКА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1886;p;"до &nbsp; 0.03";qualifier
ЛМцСКА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1886;cu;58 - 61;range
18Г2АФД-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3362;c;0.14 - 0.22;range
18Г2АФД-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3362;cr;"до &nbsp; 0.3";qualifier
18Г2АФД-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3362;v;0.08 - 0.15;range
18Г2АФД-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3362;ni;"до &nbsp; 0.3";qualifier
18Г2АФД-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3362;mn;"до &nbsp; 1.7";qualifier
18Г2АФД-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3362;si;"до &nbsp; 0.17";qualifier
18Г2АФД-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3362;s;"до &nbsp; 0.035";qualifier
18Г2АФД-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3362;p;"до &nbsp; 0.03";qualifier
18Г2АФД-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3362;cu;0.15 - 0.3;range
18Г2АФД-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3362;n;0.015 - 0.03;range
У8ГА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=583;c;0.8 - 0.9;range
У8ГА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=583;cr;"до &nbsp; 0.2";qualifier
У8ГА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=583;ni;"до &nbsp; 0.25";qualifier
У8ГА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=583;mn;0.33 - 0.58;range
У8ГА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=583;si;0.17 - 0.33;range
У8ГА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=583;s;"до &nbsp; 0.018";qualifier
У8ГА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=583;p;"до &nbsp; 0.025";qualifier
У8ГА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=583;cu;"до &nbsp; 0.25";qualifier
20-ПВ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3085;c;0.18 - 0.24;range
20-ПВ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3085;cr;"до &nbsp; 0.15";qualifier
20-ПВ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3085;ni;"до &nbsp; 0.15";qualifier
20-ПВ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3085;mn;0.35 - 0.65;range
20-ПВ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3085;si;0.17 - 0.37;range
20-ПВ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3085;s;"до &nbsp; 0.015";qualifier
20-ПВ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3085;p;"до &nbsp; 0.015";qualifier
20-ПВ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3085;cu;"до &nbsp; 0.15";qualifier
T10MO;zknives;https://zknives.com/knives/steels/t10mo.shtml;c;0.96-1.20;range
T10MO;zknives;https://zknives.com/knives/steels/t10mo.shtml;cr;16.00-18.00;range
T10MO;zknives;https://zknives.com/knives/steels/t10mo.shtml;s;0.000-0.030;range
T10MO;zknives;https://zknives.com/knives/steels/t10mo.shtml;p;0.000-0.040;range
10Х9МФБ-Ш;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3082;c;0.08 - 0.12;range
10Х9МФБ-Ш;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3082;cr;8.6 - 10;range
10Х9МФБ-Ш;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3082;mo;0.6 - 0.8;range
10Х9МФБ-Ш;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3082;v;0.1 - 0.2;range
10Х9МФБ-Ш;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3082;ni;"до &nbsp; 0.7";qualifier
10Х9МФБ-Ш;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3082;mn;0.3 - 0.6;range
10Х9МФБ-Ш;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3082;si;"до &nbsp; 0.5";qualifier
10Х9МФБ-Ш;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3082;s;"до &nbsp; 0.015";qualifier
10Х9МФБ-Ш;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3082;p;"до &nbsp; 0.03";qualifier
10Х9МФБ-Ш;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3082;cu;"до &nbsp; 0.3";qualifier
10Х9МФБ-Ш;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3082;nb;0.1 - 0.2;range
GX165CrCoMo12;zknives;https://zknives.com/knives/steels/gx165crcomo12.shtml;c;1.40-1.60;range
GX165CrCoMo12;zknives;https://zknives.com/knives/steels/gx165crcomo12.shtml;cr;11.00-13.00;range
GX165CrCoMo12;zknives;https://zknives.com/knives/steels/gx165crcomo12.shtml;mo;0.70-1.20;range
GX165CrCoMo12;zknives;https://zknives.com/knives/steels/gx165crcomo12.shtml;co;2.50-3.50;range
ЦАМ9-1.5Л;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1866;si;"до &nbsp; 0.1";qualifier
ЦАМ9-1.5Л;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1866;cu;1 - 2;range
FeCr70C90Si4;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2223;c;8 - 10;range
FeCr70C90Si4;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2223;cr;65 - 75;range
FeCr70C90Si4;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2223;si;3 - 5;range
FeCr70C90Si4;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2223;s;"до &nbsp; 0.1";qualifier
FeCr70C90Si4;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2223;p;"до &nbsp; 0.05";qualifier
5ХНМ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=282;c;0.5 - 0.6;range
5ХНМ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=282;cr;0.5 - 0.8;range
5ХНМ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=282;mo;0.15 - 0.3;range
5ХНМ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=282;ni;1.4 - 1.8;range
5ХНМ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=282;mn;0.5 - 0.8;range
5ХНМ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=282;si;0.1 - 0.4;range
5ХНМ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=282;s;"до &nbsp; 0.03";qualifier
5ХНМ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=282;p;"до &nbsp; 0.03";qualifier
5ХНМ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=282;cu;"до &nbsp; 0.3";qualifier
FeCr50C05;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2311;c;0.03 - 0.05;range
FeCr50C05;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2311;cr;45 - 55;range
FeCr50C05;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2311;si;"до &nbsp; 1.5";qualifier
FeCr50C05;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2311;s;"до &nbsp; 0.03";qualifier
FeCr50C05;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2311;p;"до &nbsp; 0.05";qualifier
FeCr50C05;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2311;n;"до &nbsp; 0.15";qualifier
19574;zknives;https://zknives.com/knives/steels/19574.shtml;c;2.05-2.40;range
19574;zknives;https://zknives.com/knives/steels/19574.shtml;cr;11.00-13.00;range
19574;zknives;https://zknives.com/knives/steels/19574.shtml;mo;0.70-1.20;range
ЮНДКТ5АА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1881;co;34.5 - 35.5;range
ЮНДКТ5АА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1881;ni;13.5 - 14.5;range
ЮНДКТ5АА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1881;cu;2.5 - 4.6;range
68GA;zknives;https://zknives.com/knives/steels/68ga.shtml;c;0.65-0.75;range
68GA;zknives;https://zknives.com/knives/steels/68ga.shtml;mn;0.60-0.90;range
1.1620;zknives;https://zknives.com/knives/steels/1.1620.shtml;c;0.70-0.80;range
1.1620;zknives;https://zknives.com/knives/steels/1.1620.shtml;mn;0.10-0.40;range
1.1620;zknives;https://zknives.com/knives/steels/1.1620.shtml;si;0.10-0.40;range
Кр1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2825;si;"min &nbsp; 98";qualifier
BE1221;zknives;https://zknives.com/knives/steels/be1221.shtml;c;0.55-0.65;range
BE1221;zknives;https://zknives.com/knives/steels/be1221.shtml;mn;0.60-0.90;range
Remanit4125;zknives;https://zknives.com/knives/steels/remanit4125.shtml;c;0.96-1.20;range
Remanit4125;zknives;https://zknives.com/knives/steels/remanit4125.shtml;cr;16.00-18.00;range
Remanit4125;zknives;https://zknives.com/knives/steels/remanit4125.shtml;s;0.000-0.030;range
Remanit4125;zknives;https://zknives.com/knives/steels/remanit4125.shtml;p;0.000-0.040;range
ЮНДК;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1877;co;23.5 - 25;range
ЮНДК;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1877;ni;12.5 - 15.5;range
ЮНДК;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1877;si;"до &nbsp; 1.5";qualifier
ЮНДК;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1877;cu;2 - 3.5;range
ФХ015Б;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2140;c;"до &nbsp; 0.15";qualifier
ФХ015Б;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2140;cr;"min &nbsp; 65";qualifier
ФХ015Б;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2140;si;"до &nbsp; 1.5";qualifier
ФХ015Б;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2140;s;"до &nbsp; 0.02";qualifier
ФХ015Б;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2140;p;"до &nbsp; 0.05";qualifier
ВК6-М;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3004;co;"до &nbsp; 6";qualifier
F.1140;zknives;https://zknives.com/knives/steels/f.1140.shtml;c;0.37-0.44;range
F.1140;zknives;https://zknives.com/knives/steels/f.1140.shtml;mn;0.60-0.90;range
F.1140;zknives;https://zknives.com/knives/steels/f.1140.shtml;si;0.10-0.35;range
GSN+Mo;zknives;https://zknives.com/knives/steels/gsn$mo.shtml;c;2.05-2.40;range
GSN+Mo;zknives;https://zknives.com/knives/steels/gsn$mo.shtml;cr;11.00-13.00;range
GSN+Mo;zknives;https://zknives.com/knives/steels/gsn$mo.shtml;mo;0.70-1.20;range
30ХМА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=369;c;0.26 - 0.33;range
30ХМА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=369;cr;0.8 - 1.1;range
30ХМА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=369;mo;0.15 - 0.25;range
30ХМА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=369;ni;"до &nbsp; 0.3";qualifier
30ХМА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=369;mn;0.4 - 0.7;range
30ХМА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=369;si;0.17 - 0.37;range
30ХМА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=369;s;"до &nbsp; 0.025";qualifier
30ХМА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=369;p;"до &nbsp; 0.025";qualifier
30ХМА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=369;cu;"до &nbsp; 0.3";qualifier
3416;splav;http://www.splav-kharkov.com/mat_start.php?name_id=931;si;2.8 - 3.8;range
1.1252;zknives;https://zknives.com/knives/steels/1.1252.shtml;c;0.70-0.80;range
1.1252;zknives;https://zknives.com/knives/steels/1.1252.shtml;mn;0.40-0.70;range
X102CrMo17;zknives;https://zknives.com/knives/steels/x102crmo17.shtml;c;0.96-1.20;range
X102CrMo17;zknives;https://zknives.com/knives/steels/x102crmo17.shtml;cr;16.00-18.00;range
X102CrMo17;zknives;https://zknives.com/knives/steels/x102crmo17.shtml;s;0.000-0.030;range
X102CrMo17;zknives;https://zknives.com/knives/steels/x102crmo17.shtml;p;0.000-0.040;range
NSZ145Cr6;marki;;c;1,45;comma
314;csv;;c;0,25;comma
314;csv;;cr;23,0-26,0;range
314;csv;;cr;23,0-26,0;comma
314;csv;;ni;19,0-22,0;range
314;csv;;ni;19,0-22,0;comma
314;csv;;mn;2,0;comma
314;csv;;si;1,5-3,0;range
314;csv;;si;1,5-3,0;comma
314;csv;;s;0,03;comma
314;csv;;p;0,045;comma
Lacomo;zknives;https://zknives.com/knives/steels/lacomo.shtml;c;0.75-0.85;range
Lacomo;zknives;https://zknives.com/knives/steels/lacomo.shtml;cr;3.50-4.25;range
Lacomo;zknives;https://zknives.com/knives/steels/lacomo.shtml;mo;7.75-9.00;range
Lacomo;zknives;https://zknives.com/knives/steels/lacomo.shtml;v;1.00-1.40;range
Lacomo;zknives;https://zknives.com/knives/steels/lacomo.shtml;w;1.30-2.30;range
Lacomo;zknives;https://zknives.com/knives/steels/lacomo.shtml;co;4.50-5.50;range
Lacomo;zknives;https://zknives.com/knives/steels/lacomo.shtml;mn;0.15-0.40;range
Lacomo;zknives;https://zknives.com/knives/steels/lacomo.shtml;si;0.20-0.45;range
1420;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1454;mn;"до &nbsp; 0.3";qualifier
1420;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1454;si;0.1 - 0.3;range
ПТ70;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1795;c;0.67 - 0.82;range
ПТ70;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1795;mn;"до &nbsp; 0.5";qualifier
ПТ70;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1795;si;"до &nbsp; 0.13";qualifier
ПТ70;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1795;s;"до &nbsp; 0.045";qualifier
ПТ70;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1795;p;"до &nbsp; 0.04";qualifier
ЦМП;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1823;cu;"до &nbsp; 0.001";qualifier
МНА13-3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1159;mn;"до &nbsp; 0.5";qualifier
МНА13-3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1159;cu;80.1 - 85.7;range
38CrMo4KB;zknives;https://zknives.com/knives/steels/38crmo4kb.shtml;c;0.38-0.43;range
38CrMo4KB;zknives;https://zknives.com/knives/steels/38crmo4kb.shtml;cr;0.80-1.10;range
38CrMo4KB;zknives;https://zknives.com/knives/steels/38crmo4kb.shtml;mo;0.15-0.25;range
38CrMo4KB;zknives;https://zknives.com/knives/steels/38crmo4kb.shtml;mn;0.75-1.00;range
38CrMo4KB;zknives;https://zknives.com/knives/steels/38crmo4kb.shtml;si;0.15-0.35;range
ФТи70С05;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2003;c;"до &nbsp; 0.2";qualifier
ФТи70С05;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2003;mo;"до &nbsp; 0.6";qualifier
ФТи70С05;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2003;v;"до &nbsp; 0.6";qualifier
ФТи70С05;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2003;si;"до &nbsp; 0.5";qualifier
ФТи70С05;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2003;s;"до &nbsp; 0.05";qualifier
ФТи70С05;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2003;p;"до &nbsp; 0.05";qualifier
ФТи70С05;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2003;cu;"до &nbsp; 0.2";qualifier
ПСр40;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2516;ni;0.1 - 0.5;range
ПСр40;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2516;cu;16 - 17.4;range
30CrMo;zknives;https://zknives.com/knives/steels/30crmo.shtml;c;0.28-0.33;range
30CrMo;zknives;https://zknives.com/knives/steels/30crmo.shtml;cr;0.80-1.10;range
30CrMo;zknives;https://zknives.com/knives/steels/30crmo.shtml;mo;0.15-0.25;range
30CrMo;zknives;https://zknives.com/knives/steels/30crmo.shtml;mn;0.40-0.60;range
30CrMo;zknives;https://zknives.com/knives/steels/30crmo.shtml;si;0.15-0.30;range
50Х6ФМС;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2470;c;0.45 - 0.55;range
50Х6ФМС;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2470;cr;5.5 - 6.5;range
50Х6ФМС;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2470;mo;1.2 - 1.6;range
50Х6ФМС;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2470;v;0.35 - 0.55;range
50Х6ФМС;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2470;ni;"до &nbsp; 0.35";qualifier
50Х6ФМС;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2470;mn;0.3 - 0.6;range
50Х6ФМС;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2470;si;0.8 - 1.2;range
50Х6ФМС;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2470;s;"до &nbsp; 0.03";qualifier
50Х6ФМС;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2470;p;"до &nbsp; 0.03";qualifier
G104201044;marki;;c;0,43-0,50;range
G104201044;marki;;c;0,43-0,50;comma
G104201044;marki;;s;0,05;comma
G104201044;marki;;p;0,03;comma
Atlas Refined-10;zknives;https://zknives.com/knives/steels/atlas_refined-10.shtml;c;1.00-1.10;range
Atlas Refined-10;zknives;https://zknives.com/knives/steels/atlas_refined-10.shtml;cr;0.00-0.30;range
Atlas Refined-10;zknives;https://zknives.com/knives/steels/atlas_refined-10.shtml;ni;0.00-0.25;range
Atlas Refined-10;zknives;https://zknives.com/knives/steels/atlas_refined-10.shtml;mn;0.10-0.50;range
Atlas Refined-10;zknives;https://zknives.com/knives/steels/atlas_refined-10.shtml;si;0.10-0.35;range
Atlas Refined-10;zknives;https://zknives.com/knives/steels/atlas_refined-10.shtml;cu;0.00-0.25;range
1.1830;zknives;https://zknives.com/knives/steels/1.1830.shtml;c;0.85-0.94;range
1.1830;zknives;https://zknives.com/knives/steels/1.1830.shtml;mn;0.15-0.30;range
1.1830;zknives;https://zknives.com/knives/steels/1.1830.shtml;si;0.15-0.30;range
1.1830;zknives;https://zknives.com/knives/steels/1.1830.shtml;cu;0.00-0.20;range
15Х18Н12С4ТЮЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3234;c;0.13 - 0.19;range
15Х18Н12С4ТЮЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3234;cr;17 - 19;range
15Х18Н12С4ТЮЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3234;ni;10 - 13;range
15Х18Н12С4ТЮЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3234;mn;0.5 - 1;range
15Х18Н12С4ТЮЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3234;si;3.8 - 4.5;range
15Х18Н12С4ТЮЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3234;s;"до &nbsp; 0.025";qualifier
15Х18Н12С4ТЮЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3234;p;"до &nbsp; 0.025";qualifier
М1Е;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2384;ni;"до &nbsp; 0.002";qualifier
М1Е;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2384;s;"до &nbsp; 0.004";qualifier
G92550;zknives;https://zknives.com/knives/steels/g92550.shtml;c;0.51-0.59;range
G92550;zknives;https://zknives.com/knives/steels/g92550.shtml;mn;0.70-0.95;range
G92550;zknives;https://zknives.com/knives/steels/g92550.shtml;si;1.80-2.20;range
V320;zknives;https://zknives.com/knives/steels/v320.shtml;c;0.40-0.45;range
V320;zknives;https://zknives.com/knives/steels/v320.shtml;cr;0.80-1.10;range
V320;zknives;https://zknives.com/knives/steels/v320.shtml;mo;0.15-0.25;range
V320;zknives;https://zknives.com/knives/steels/v320.shtml;mn;0.75-1.00;range
V320;zknives;https://zknives.com/knives/steels/v320.shtml;si;0.15-0.35;range
SK10V;zknives;https://zknives.com/knives/steels/sk10v.shtml;v;3.25-3.30;range
SK10V;zknives;https://zknives.com/knives/steels/sk10v.shtml;w;9.50-10.05;range
SK10V;zknives;https://zknives.com/knives/steels/sk10v.shtml;si;0.20-0.45;range
ЛЦ14К3С3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1077;ni;"до &nbsp; 0.2";qualifier
ЛЦ14К3С3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1077;mn;"до &nbsp; 1";qualifier
ЛЦ14К3С3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1077;si;2.5 - 4.5;range
ЛЦ14К3С3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1077;cu;77 - 81;range
Gold Star;zknives;https://zknives.com/knives/steels/gold_star.shtml;c;0.75-0.85;range
Gold Star;zknives;https://zknives.com/knives/steels/gold_star.shtml;cr;3.75-4.50;range
Gold Star;zknives;https://zknives.com/knives/steels/gold_star.shtml;mo;0.40-1.00;range
Gold Star;zknives;https://zknives.com/knives/steels/gold_star.shtml;v;1.80-2.40;range
Gold Star;zknives;https://zknives.com/knives/steels/gold_star.shtml;w;13.25-14.75;range
Gold Star;zknives;https://zknives.com/knives/steels/gold_star.shtml;co;4.25-5.75;range
Gold Star;zknives;https://zknives.com/knives/steels/gold_star.shtml;mn;0.20-0.40;range
Gold Star;zknives;https://zknives.com/knives/steels/gold_star.shtml;si;0.20-0.40;range
SRK-8;zknives;https://zknives.com/knives/steels/srk-8.shtml;c;0.95-1.10;range
SRK-8;zknives;https://zknives.com/knives/steels/srk-8.shtml;cr;0.20-0.50;range
SRK-8;zknives;https://zknives.com/knives/steels/srk-8.shtml;si;0.10-0.20;range
CHD1;zknives;https://zknives.com/knives/steels/chd1.shtml;c;0.45-0.55;range
CHD1;zknives;https://zknives.com/knives/steels/chd1.shtml;cr;1.25-1.75;range
CHD1;zknives;https://zknives.com/knives/steels/chd1.shtml;v;0.15-0.30;range
CHD1;zknives;https://zknives.com/knives/steels/chd1.shtml;w;1.00-3.00;range
CHD1;zknives;https://zknives.com/knives/steels/chd1.shtml;mn;0.20-0.40;range
CHD1;zknives;https://zknives.com/knives/steels/chd1.shtml;si;0.25-0.45;range
Р6М5Ф3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=602;c;0.95 - 1.05;range
Р6М5Ф3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=602;cr;3.8 - 4.3;range
Р6М5Ф3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=602;mo;4.8 - 5.3;range
Р6М5Ф3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=602;v;2.3 - 2.7;range
Р6М5Ф3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=602;w;5.7 - 6.7;range
Р6М5Ф3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=602;co;"до &nbsp; 0.5";qualifier
Р6М5Ф3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=602;ni;"до &nbsp; 0.6";qualifier
Р6М5Ф3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=602;mn;0.2 - 0.5;range
Р6М5Ф3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=602;si;0.2 - 0.5;range
Р6М5Ф3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=602;s;"до &nbsp; 0.025";qualifier
Р6М5Ф3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=602;p;"до &nbsp; 0.03";qualifier
Р6М5Ф3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=602;cu;"до &nbsp; 0.25";qualifier
