grade;link;db_standard;expected_standard;standard_expected_source;cc;country_cc;country_card;maker_card;maker_table;status
PMCo189;https://zknives.com/knives/steels/pmco189.shtml;zknives.com, Международная база;Platestahl, Япония;card_maker;JP;Япония;Германия;Platestahl;Yoshikin;placeholder
AK9;https://zknives.com/knives/steels/ak9.shtml;zknives.com, Международная база;Poldi, Япония;card_maker;JP;Япония;Чехия;Poldi;Yoshikin;placeholder
Formadur 2361;https://zknives.com/knives/steels/formadur_2361.shtml;zknives.com, Международная база;Schmolz Bickenbach, Япония;card_maker;JP;Япония;Германия;Schmolz Bickenbach;Yoshikin;placeholder
SIHard 2361;https://zknives.com/knives/steels/sihard_2361.shtml;zknives.com, Международная база;SIJ Metal Ravne D.O.O., Япония;card_maker;JP;Япония;Словения;SIJ Metal Ravne D.O.O.;Yoshikin;placeholder
REMANIT4112;https://zknives.com/knives/steels/remanit4112.shtml;zknives.com, Международная база;TES, Япония;card_maker;JP;Япония;Германия;TES;Yoshikin;placeholder
X90CrMoC18;https://zknives.com/knives/steels/x90crmoc18.shtml;DIN, Германия;Thyssen-Krupp, Япония;card_maker;JP;Япония;Германия;Thyssen-Krupp;Yoshikin;mismatch
NIROSTA4112;https://zknives.com/knives/steels/nirosta4112.shtml;zknives.com, Международная база;Thyssen-Krupp, Япония;card_maker;JP;Япония;Германия;Thyssen-Krupp;Yoshikin;placeholder
V440BC;https://zknives.com/knives/steels/v440bc.shtml;zknives.com, Международная база;Villares Metals, Япония;card_maker;JP;Япония;Бразилия;Villares Metals;Yoshikin;placeholder
CROMOVA 18;https://zknives.com/knives/steels/cromova_18.shtml;zknives.com, Международная база;Yoshikin, Япония;card_maker;JP;Япония;Япония;Yoshikin;Yoshikin;placeholder
K90L;https://zknives.com/knives/steels/k90l.shtml;zknives.com, Международная база;Zapp, Япония;card_maker;JP;Япония;Германия;Zapp;Yoshikin;placeholder
ARGESTE 1.4112;https://zknives.com/knives/steels/argeste_1.4112.shtml;zknives.com, Международная база;Zapp, Япония;card_maker;JP;Япония;Германия;Zapp;Yoshikin;placeholder
X45CrMoV15;https://zknives.com/knives/steels/x45crmov15.shtml;DIN, Германия;DIN X45CRMOV15, Германия;pattern;DE;Германия;Германия;;;mismatch
V35;https://zknives.com/knives/steels/v35.shtml;zknives.com, Международная база;Ossenberg, Германия;card_maker;DE;Германия;Германия;Ossenberg;;placeholder
440A;https://zknives.com/knives/steels/440a.shtml;zknives.com, Международная база;Aichi, Япония;table_maker;JP;Япония;США;;Aichi;placeholder
X65CrMo14;https://zknives.com/knives/steels/x65crmo14.shtml;DIN, Германия;Aichi, Япония;table_maker;JP;Япония;Германия;;Aichi;mismatch
1.4109;https://zknives.com/knives/steels/1.4109.shtml;EN, Европа;W-Nr, Япония;card_maker;JP;Япония;Германия;W-Nr;Aichi;mismatch
X70CrMo15;https://zknives.com/knives/steels/x70crmo15.shtml;DIN, Германия;Aichi, Япония;table_maker;JP;Япония;Европа;;Aichi;mismatch
SUS440A;https://zknives.com/knives/steels/sus440a.shtml;JIS, Япония;Aichi, Япония;table_maker;JP;Япония;Япония;;Aichi;mismatch
Z70CD14;https://zknives.com/knives/steels/z70cd14.shtml;zknives.com, Международная база;Bonpertuis, Франция;table_maker;FR;Франция;Франция;;Bonpertuis;placeholder
7Cr17;https://zknives.com/knives/steels/7cr17.shtml;GB/T, Китай;Aichi, Япония;table_maker;JP;Япония;Китай;;Aichi;mismatch
7Cr17MoV;https://zknives.com/knives/steels/7cr17mov.shtml;GB/T, Китай;Aichi, Япония;table_maker;JP;Япония;Китай;;Aichi;mismatch
68Cr17;https://zknives.com/knives/steels/68cr17.shtml;GB/T, Китай;Aichi, Япония;table_maker;JP;Япония;Китай;;Aichi;mismatch
S44002;https://zknives.com/knives/steels/s44002.shtml;UNS, США;Aichi, Япония;table_maker;JP;Япония;США;;Aichi;mismatch
XT-70;https://zknives.com/knives/steels/xt-70.shtml;zknives.com, Международная база;Aichi, Япония;table_maker;JP;Япония;США;;Aichi;placeholder
AUS60;https://zknives.com/knives/steels/aus60.shtml;zknives.com, Международная база;Aichi, Япония;card_maker;JP;Япония;Япония;Aichi;Aichi;placeholder
CTS-40A;https://zknives.com/knives/steels/cts-40a.shtml;zknives.com, Международная база;Carpenter, Япония;card_maker;JP;Япония;США;Carpenter;Aichi;placeholder
LAK42;https://zknives.com/knives/steels/lak42.shtml;zknives.com, Международная база;Daido, Япония;card_maker;JP;Япония;Япония;Daido;Aichi;placeholder
Chronifer M17A;https://zknives.com/knives/steels/chronifer_m17a.shtml;zknives.com, Международная база;Klein Metals, Япония;card_maker;JP;Япония;Швейцария;Klein Metals;Aichi;placeholder
SM1;https://zknives.com/knives/steels/sm1.shtml;zknives.com, Международная база;Nippon Koshuha, Япония;card_maker;JP;Япония;Япония;Nippon Koshuha;Aichi;placeholder
1.2513;https://zknives.com/knives/steels/1.2513.shtml;EN, Европа;W-Nr, Германия;card_maker;DE;Германия;Германия;W-Nr;;mismatch
Maxamet;https://zknives.com/knives/steels/maxamet.shtml;zknives.com, Международная база;Carpenter, США;card_maker;US;США;США;Carpenter;Carpenter;placeholder
Micro-Melt Maxamet;https://zknives.com/knives/steels/micro-melt_maxamet.shtml;zknives.com, Международная база;Carpenter, США;card_maker;US;США;США;Carpenter;Carpenter;placeholder
MVS-8;https://zknives.com/knives/steels/mvs-8.shtml;zknives.com, Международная база;Masahiro, Япония;card_maker;JP;Япония;Япония;Masahiro;Masahiro;placeholder
MRS-30;https://zknives.com/knives/steels/mrs-30.shtml;zknives.com, Международная база;Masahiro, Япония;card_maker;JP;Япония;Япония;Masahiro;Masahiro;placeholder
MBS-30;https://zknives.com/knives/steels/mbs-30.shtml;zknives.com, Международная база;Daido, Япония;card_maker;JP;Япония;Япония;Daido;Masahiro;placeholder
RS30;https://zknives.com/knives/steels/rs30.shtml;zknives.com, Международная база;Masahiro, Япония;card_maker;JP;Япония;Япония;Masahiro;Masahiro;placeholder
MKJ3;https://zknives.com/knives/steels/mkj3.shtml;zknives.com, Международная база;Minebea, Япония;card_maker;JP;Япония;Япония;Minebea;Minebea;placeholder
Panzer36;https://zknives.com/knives/steels/panzer36.shtml;zknives.com, Международная база;Bohler-Uddeholm, Швеция;table_maker;SE;Швеция;Германия;;Bohler-Uddeholm;placeholder
X105CrCoMo18-2;https://zknives.com/knives/steels/x105crcomo18-2.shtml;DIN, Германия;Bohler-Uddeholm, Швеция;table_maker;SE;Швеция;Германия;;Bohler-Uddeholm;mismatch
1.4528;https://zknives.com/knives/steels/1.4528.shtml;EN, Европа;W-Nr, Швеция;card_maker;SE;Швеция;Германия;W-Nr;Bohler-Uddeholm;mismatch
ZA-18;https://zknives.com/knives/steels/za-18.shtml;zknives.com, Международная база;Aichi, Швеция;card_maker;SE;Швеция;Япония;Aichi;Bohler-Uddeholm;placeholder
N690;https://zknives.com/knives/steels/n690.shtml;zknives.com, Международная база;Bohler-Uddeholm, Швеция;card_maker;SE;Швеция;Швеция;Bohler-Uddeholm;Bohler-Uddeholm;placeholder
N690Co;https://zknives.com/knives/steels/n690co.shtml;zknives.com, Международная база;Bohler-Uddeholm, Швеция;card_maker;SE;Швеция;Швеция;Bohler-Uddeholm;Bohler-Uddeholm;placeholder
N692;https://zknives.com/knives/steels/n692.shtml;zknives.com, Международная база;Bohler-Uddeholm, Швеция;card_maker;SE;Швеция;Швеция;Bohler-Uddeholm;Bohler-Uddeholm;placeholder
N690Bo;https://zknives.com/knives/steels/n690bo.shtml;zknives.com, Международная база;Bohler-Uddeholm, Швеция;card_maker;SE;Швеция;Швеция;Bohler-Uddeholm;Bohler-Uddeholm;placeholder
N690 ISOEXTRA;https://zknives.com/knives/steels/n690_isoextra.shtml;zknives.com, Международная база;Bohler-Uddeholm, Швеция;card_maker;SE;Швеция;Швеция;Bohler-Uddeholm;Bohler-Uddeholm;placeholder
LO-R 4528;https://zknives.com/knives/steels/lo-r_4528.shtml;zknives.com, Международная база;Lohmann, Швеция;card_maker;SE;Швеция;Германия;Lohmann;Bohler-Uddeholm;placeholder
1.4153.03;https://zknives.com/knives/steels/1.4153.03.shtml;EN, Европа;W-Nr, Германия;card_maker;DE;Германия;Германия;W-Nr;Lohmann;mismatch
Niolox;https://zknives.com/knives/steels/niolox.shtml;zknives.com, Международная база;Lohmann, Германия;card_maker;DE;Германия;Германия;Lohmann;Lohmann;placeholder
SB1;https://zknives.com/knives/steels/sb1.shtml;zknives.com, Международная база;Lohmann, Германия;card_maker;DE;Германия;Германия;Lohmann;Lohmann;placeholder
LO-R 4153.03;https://zknives.com/knives/steels/lo-r_4153.03.shtml;zknives.com, Международная база;Lohmann, Германия;card_maker;DE;Германия;Германия;Lohmann;Lohmann;placeholder
1.4731;https://zknives.com/knives/steels/1.4731.shtml;EN, Европа;W-Nr, Россия;card_maker;RU;Россия;Германия;W-Nr;;mismatch
X40CrSiMo10;https://zknives.com/knives/steels/x40crsimo10.shtml;DIN, Германия;DIN X40CRSIMO10, Россия;pattern;RU;Россия;Европа;;;mismatch
F.3321;https://zknives.com/knives/steels/f.3321.shtml;zknives.com, Международная база;UNE, Россия;card_maker;RU;Россия;Испания;UNE;;placeholder
SZ4;https://zknives.com/knives/steels/sz4.shtml;zknives.com, Международная база;MSZ, Россия;card_maker;RU;Россия;Hungary;MSZ;;placeholder
PK941;https://zknives.com/knives/steels/pk941.shtml;zknives.com, Международная база;Metal Ravne, Россия;card_maker;RU;Россия;Словения;Metal Ravne;;placeholder
SB Wear;https://zknives.com/knives/steels/sb_wear.shtml;zknives.com, Международная база;Carpenter, Германия;card_maker;DE;Германия;США;Carpenter;Zapp;placeholder
1.2895;https://zknives.com/knives/steels/1.2895.shtml;EN, Европа;W-Nr, Германия;card_maker;DE;Германия;Германия;W-Nr;Zapp;mismatch
PM1-2-2;https://zknives.com/knives/steels/pm1-2-2.shtml;zknives.com, Международная база;Zapp, Германия;table_maker;DE;Германия;Европа;;Zapp;placeholder
X110CrMoVW8-2-2-1;https://zknives.com/knives/steels/x110crmovw8-2-2-1.shtml;DIN, Германия;Zapp, Германия;table_maker;DE;Германия;Франция;;Zapp;mismatch
Micro-Melt PD1;https://zknives.com/knives/steels/micro-melt_pd1.shtml;zknives.com, Международная база;Carpenter, Германия;card_maker;DE;Германия;США;Carpenter;Zapp;placeholder
Micro-Melt PD#1;https://zknives.com/knives/steels/micro-melt_pd!1.shtml;zknives.com, Международная база;Carpenter, Германия;card_maker;DE;Германия;США;Carpenter;Zapp;placeholder
PD1;https://zknives.com/knives/steels/pd1.shtml;zknives.com, Международная база;Carpenter, Германия;card_maker;DE;Германия;США;Carpenter;Zapp;placeholder
PD#1;https://zknives.com/knives/steels/pd!1.shtml;zknives.com, Международная база;Carpenter, Германия;card_maker;DE;Германия;США;Carpenter;Zapp;placeholder
Cru-Wear;https://zknives.com/knives/steels/cru-wear.shtml;zknives.com, Международная база;Crucible, Германия;card_maker;DE;Германия;США;Crucible;Zapp;placeholder
CruWear;https://zknives.com/knives/steels/cruwear.shtml;zknives.com, Международная база;Crucible, Германия;card_maker;DE;Германия;США;Crucible;Zapp;placeholder
CPM CruWear;https://zknives.com/knives/steels/cpm_cruwear.shtml;zknives.com, Международная база;Crucible, Германия;card_maker;DE;Германия;США;Crucible;Zapp;placeholder
ITS Special;https://zknives.com/knives/steels/its_special.shtml;zknives.com, Международная база;Zapp, Германия;table_maker;DE;Германия;США;;Zapp;placeholder
LSS PGK;https://zknives.com/knives/steels/lss_pgk.shtml;zknives.com, Международная база;Latrobe, Германия;card_maker;DE;Германия;США;Latrobe;Zapp;placeholder
PGK;https://zknives.com/knives/steels/pgk.shtml;zknives.com, Международная база;Latrobe, Германия;card_maker;DE;Германия;США;Latrobe;Zapp;placeholder
Lescowear;https://zknives.com/knives/steels/lescowear.shtml;zknives.com, Международная база;Latrobe, Германия;card_maker;DE;Германия;США;Latrobe;Zapp;placeholder
Spectrumwear;https://zknives.com/knives/steels/spectrumwear.shtml;zknives.com, Международная база;Spectrum Metal Solutions, Германия;card_maker;DE;Германия;США;Spectrum Metal Solutions;Zapp;placeholder
TSP3W;https://zknives.com/knives/steels/tsp3w.shtml;zknives.com, Международная база;Thyssen-Krupp, Германия;card_maker;DE;Германия;Германия;Thyssen-Krupp;Zapp;placeholder
Vascowear;https://zknives.com/knives/steels/vascowear.shtml;zknives.com, Международная база;Vasco Metal, Германия;card_maker;DE;Германия;США;Vasco Metal;Zapp;placeholder
Vasco Wear;https://zknives.com/knives/steels/vasco_wear.shtml;zknives.com, Международная база;Vasco Metal, Германия;card_maker;DE;Германия;США;Vasco Metal;Zapp;placeholder
US2000;https://zknives.com/knives/steels/us2000.shtml;zknives.com, Международная база;Zapp, Германия;card_maker;DE;Германия;Германия;Zapp;Zapp;placeholder
Z-Wear;https://zknives.com/knives/steels/z-wear.shtml;zknives.com, Международная база;Zapp, Германия;card_maker;DE;Германия;Германия;Zapp;Zapp;placeholder
1.1563.01;https://zknives.com/knives/steels/1.1563.01.shtml;EN, Европа;W-Nr, Германия;card_maker;DE;Германия;Германия;W-Nr;Lohmann;mismatch
125SC;https://zknives.com/knives/steels/125sc.shtml;zknives.com, Международная база;Lohmann, Германия;card_maker;DE;Германия;Германия;Lohmann;Lohmann;placeholder
C125SC;https://zknives.com/knives/steels/c125sc.shtml;zknives.com, Международная база;Lohmann, Германия;card_maker;DE;Германия;Германия;Lohmann;Lohmann;placeholder
OSIKRO5;https://zknives.com/knives/steels/osikro5.shtml;zknives.com, Международная база;Metal Ravne, Словения;card_maker;SI;Словения;Словения;Metal Ravne;Metal Ravne;placeholder
OHV6;https://zknives.com/knives/steels/ohv6.shtml;zknives.com, Международная база;Metal Ravne, Словения;card_maker;SI;Словения;Словения;Metal Ravne;Metal Ravne;placeholder
CPM Rex 86;https://zknives.com/knives/steels/cpm_rex_86.shtml;zknives.com, Международная база;Crucible, Германия;card_maker;DE;Германия;США;Crucible;Zapp;placeholder
Z-Max;https://zknives.com/knives/steels/z-max.shtml;zknives.com, Международная база;Zapp, Германия;card_maker;DE;Германия;Германия;Zapp;Zapp;placeholder
OH236Ni;https://zknives.com/knives/steels/oh236ni.shtml;zknives.com, Международная база;Metal Ravne, Словения;card_maker;SI;Словения;Словения;Metal Ravne;Metal Ravne;placeholder
SIHard K572;https://zknives.com/knives/steels/sihard_k572.shtml;zknives.com, Международная база;SIJ Metal Ravne D.O.O., Словения;card_maker;SI;Словения;Словения;SIJ Metal Ravne D.O.O.;Metal Ravne;placeholder
OCR8VMS;https://zknives.com/knives/steels/ocr8vms.shtml;zknives.com, Международная база;Metal Ravne, Словения;card_maker;SI;Словения;Словения;Metal Ravne;Metal Ravne;placeholder
SIHard S470;https://zknives.com/knives/steels/sihard_s470.shtml;zknives.com, Международная база;SIJ Metal Ravne D.O.O., Словения;card_maker;SI;Словения;Словения;SIJ Metal Ravne D.O.O.;Metal Ravne;placeholder
OCR12VMS;https://zknives.com/knives/steels/ocr12vms.shtml;zknives.com, Международная база;Metal Ravne, Словения;card_maker;SI;Словения;Словения;Metal Ravne;Metal Ravne;placeholder
D2 Mod;https://zknives.com/knives/steels/d2_mod.shtml;zknives.com, Международная база;Metal Ravne, Словения;table_maker;SI;Словения;США;;Metal Ravne;placeholder
1.2379Mod;https://zknives.com/knives/steels/1.2379mod.shtml;EN, Европа;W-Nr, Словения;card_maker;SI;Словения;Германия;W-Nr;Metal Ravne;mismatch
SIHard S670;https://zknives.com/knives/steels/sihard_s670.shtml;zknives.com, Международная база;SIJ Metal Ravne D.O.O., Словения;card_maker;SI;Словения;Словения;SIJ Metal Ravne D.O.O.;Metal Ravne;placeholder
2Cr14Mo;https://zknives.com/knives/steels/2cr14mo.shtml;GB/T, Китай;Ahonest Changjiang, Китай;card_maker;CN;Китай;Китай;Ahonest Changjiang;Ahonest Changjiang;mismatch
Supra4;https://zknives.com/knives/steels/supra4.shtml;zknives.com, Международная база;Akers, Бразилия;card_maker;BR;Бразилия;Франция;Akers;Villares Metals;placeholder
M3:2+Co;https://zknives.com/knives/steels/m3|2$co.shtml;zknives.com, Международная база;Villares Metals, Бразилия;table_maker;BR;Бразилия;США;;Villares Metals;placeholder
M3CL2+Co;https://zknives.com/knives/steels/m3cl2$co.shtml;zknives.com, Международная база;Villares Metals, Бразилия;table_maker;BR;Бразилия;США;;Villares Metals;placeholder
1.3244;https://zknives.com/knives/steels/1.3244.shtml;EN, Европа;W-Nr, Бразилия;card_maker;BR;Бразилия;Германия;W-Nr;Villares Metals;mismatch
HS6-5-3-8;https://zknives.com/knives/steels/hs6-5-3-8.shtml;zknives.com, Международная база;ISO HS6-5-3-8, США;pattern;US;США;Европа;;;placeholder
Z130KWDCV09-06-05-04-03;https://zknives.com/knives/steels/z130kwdcv09-06-05-04-03.shtml;zknives.com, Международная база;Villares Metals, Бразилия;table_maker;BR;Бразилия;Франция;;Villares Metals;placeholder
Assab PM 30 Superclean;https://zknives.com/knives/steels/assab_pm_30_superclean.shtml;zknives.com, Международная база;Assab, Бразилия;card_maker;BR;Бразилия;Швеция;Assab;Villares Metals;placeholder
S590;https://zknives.com/knives/steels/s590.shtml;zknives.com, Международная база;Bohler-Uddeholm, Бразилия;card_maker;BR;Бразилия;Швеция;Bohler-Uddeholm;Villares Metals;placeholder
S590 Microclean;https://zknives.com/knives/steels/s590_microclean.shtml;zknives.com, Международная база;Bohler-Uddeholm, Бразилия;card_maker;BR;Бразилия;Швеция;Bohler-Uddeholm;Villares Metals;placeholder
Vanadis 30;https://zknives.com/knives/steels/vanadis_30.shtml;zknives.com, Международная база;Bohler-Uddeholm, США;card_maker;US;США;Швеция;Bohler-Uddeholm;Carpenter;placeholder
CPM Rex 45;https://zknives.com/knives/steels/cpm_rex_45.shtml;zknives.com, Международная база;Crucible, Бразилия;card_maker;BR;Бразилия;США;Crucible;Villares Metals;placeholder
DEX40;https://zknives.com/knives/steels/dex40.shtml;zknives.com, Международная база;Daido, Бразилия;card_maker;BR;Бразилия;Япония;Daido;Villares Metals;placeholder
DAP540;https://zknives.com/knives/steels/dap540.shtml;zknives.com, Международная база;Daido, Бразилия;card_maker;BR;Бразилия;Япония;Daido;Villares Metals;placeholder
PMD30;https://zknives.com/knives/steels/pmd30.shtml;zknives.com, Международная база;Dorrenberg, Бразилия;card_maker;BR;Бразилия;Германия;Dorrenberg;Villares Metals;placeholder
ASP2030;https://zknives.com/knives/steels/asp2030.shtml;zknives.com, Международная база;Villares Metals, Бразилия;table_maker;BR;Бразилия;Франция;;Villares Metals;placeholder
PM30;https://zknives.com/knives/steels/pm30.shtml;zknives.com, Международная база;Scana, США;card_maker;US;США;Норвегия;Scana;Carpenter;placeholder
HAP40;https://zknives.com/knives/steels/hap40.shtml;zknives.com, Международная база;Hitachi, Бразилия;card_maker;BR;Бразилия;Япония;Hitachi;Villares Metals;placeholder
KHA30;https://zknives.com/knives/steels/kha30.shtml;zknives.com, Международная база;Villares Metals, Бразилия;table_maker;BR;Бразилия;Япония;;Villares Metals;placeholder
DuraTech 30;https://zknives.com/knives/steels/duratech_30.shtml;zknives.com, Международная база;Latrobe, Бразилия;card_maker;BR;Бразилия;США;Latrobe;Villares Metals;placeholder
RAVNE30;https://zknives.com/knives/steels/ravne30.shtml;zknives.com, Международная база;Metal Ravne, Бразилия;card_maker;BR;Бразилия;Словения;Metal Ravne;Villares Metals;placeholder
RAVNE30PM;https://zknives.com/knives/steels/ravne30pm.shtml;zknives.com, Международная база;Metal Ravne, Бразилия;card_maker;BR;Бразилия;Словения;Metal Ravne;Villares Metals;placeholder
BSW30;https://zknives.com/knives/steels/bsw30.shtml;zknives.com, Международная база;Rovalma, Бразилия;card_maker;BR;Бразилия;Испания;Rovalma;Villares Metals;placeholder
SPM30;https://zknives.com/knives/steels/spm30.shtml;zknives.com, Международная база;Sanyo, Бразилия;card_maker;BR;Бразилия;Япония;Sanyo;Villares Metals;placeholder
SIRapid 3244 PM;https://zknives.com/knives/steels/sirapid_3244_pm.shtml;zknives.com, Международная база;SIJ Metal Ravne D.O.O., Бразилия;card_maker;BR;Бразилия;Словения;SIJ Metal Ravne D.O.O.;Villares Metals;placeholder
Sinter30;https://zknives.com/knives/steels/sinter30.shtml;zknives.com, Международная база;Villares Metals, Бразилия;card_maker;BR;Бразилия;Бразилия;Villares Metals;Villares Metals;placeholder
Roltec;https://zknives.com/knives/steels/roltec.shtml;zknives.com, Международная база;Bohler-Uddeholm, Швеция;card_maker;SE;Швеция;Швеция;Bohler-Uddeholm;Bohler-Uddeholm;placeholder
CPM Rex 66;https://zknives.com/knives/steels/cpm_rex_66.shtml;zknives.com, Международная база;Crucible, США;card_maker;US;США;США;Crucible;Crucible;placeholder
Rex 66;https://zknives.com/knives/steels/rex_66.shtml;zknives.com, Международная база;Crucible, США;card_maker;US;США;США;Crucible;Crucible;placeholder
RN15X;https://zknives.com/knives/steels/rn15x.shtml;zknives.com, Международная база;Dorrenberg, Германия;card_maker;DE;Германия;Германия;Dorrenberg;Dorrenberg;placeholder
S1;https://zknives.com/knives/steels/s1.shtml;zknives.com, Международная база;AISI S1, Япония;pattern;JP;Япония;США;;;placeholder
X60CrWV7;https://zknives.com/knives/steels/x60crwv7.shtml;DIN, Германия;DIN X60CRWV7, США;pattern;US;США;Германия;;;mismatch
50WCrV8;https://zknives.com/knives/steels/50wcrv8.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Германия;;Ossenberg;placeholder
1.2250;https://zknives.com/knives/steels/1.2250.shtml;EN, Европа;W-Nr, США;card_maker;US;США;Германия;W-Nr;;mismatch
1.2542;https://zknives.com/knives/steels/1.2542.shtml;EN, Европа;W-Nr, Япония;card_maker;JP;Япония;Германия;W-Nr;;mismatch
60WCrV8;https://zknives.com/knives/steels/60wcrv8.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Европа;;Ossenberg;placeholder
45WCrV8;https://zknives.com/knives/steels/45wcrv8.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Европа;;Ossenberg;placeholder
2710;https://zknives.com/knives/steels/2710.shtml;AISI, США;Ossenberg, Германия;table_maker;DE;Германия;Швеция;;Ossenberg;mismatch
BS1;https://zknives.com/knives/steels/bs1.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Великобритания;;Ossenberg;placeholder
19732;https://zknives.com/knives/steels/19732.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Чехия;;Ossenberg;placeholder
19733;https://zknives.com/knives/steels/19733.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Чехия;;Ossenberg;placeholder
C.6443;https://zknives.com/knives/steels/c.6443.shtml;zknives.com, Международная база;JUS, Германия;card_maker;DE;Германия;Macedonia;JUS;Ossenberg;placeholder
45WCrSi8;https://zknives.com/knives/steels/45wcrsi8.shtml;zknives.com, Международная база;UNE, Германия;card_maker;DE;Германия;Испания;UNE;Ossenberg;placeholder
F.5241;https://zknives.com/knives/steels/f.5241.shtml;zknives.com, Международная база;UNE, США;card_maker;US;США;Испания;UNE;;placeholder
F.5242;https://zknives.com/knives/steels/f.5242.shtml;zknives.com, Международная база;UNE, США;card_maker;US;США;Испания;UNE;;placeholder
T41901;https://zknives.com/knives/steels/t41901.shtml;UNS, США;UNS T41901, США;pattern;US;США;США;;;mismatch
45VSiCrW20;https://zknives.com/knives/steels/45vsicrw20.shtml;zknives.com, Международная база;STAS, Словения;card_maker;SI;Словения;Romania;STAS;Metal Ravne;placeholder
Seminole Hard;https://zknives.com/knives/steels/seminole_hard.shtml;zknives.com, Международная база;Allegheny Ludlum, США;card_maker;US;США;США;Allegheny Ludlum;;placeholder
Top Notch;https://zknives.com/knives/steels/top_notch.shtml;zknives.com, Международная база;Allegheny Technologies, США;card_maker;US;США;США;Allegheny Technologies;;placeholder
N;https://zknives.com/knives/steels/n.shtml;zknives.com, Международная база;Barworth Flockto, США;card_maker;US;США;Великобритания;Barworth Flockto;;placeholder
PCSK;https://zknives.com/knives/steels/pcsk.shtml;zknives.com, Международная база;Beardshaw, США;card_maker;US;США;Великобритания;Beardshaw;;placeholder
BE2542;https://zknives.com/knives/steels/be2542.shtml;zknives.com, Международная база;Bestar, США;card_maker;US;США;Германия;Bestar;;placeholder
67Chisel;https://zknives.com/knives/steels/67chisel.shtml;GB/T, Китай;Bethlehem, США;card_maker;US;США;США;Bethlehem;;mismatch
UHB Regin 3;https://zknives.com/knives/steels/uhb_regin_3.shtml;zknives.com, Международная база;Bohler-Uddeholm, США;card_maker;US;США;Швеция;Bohler-Uddeholm;;placeholder
Regin 3;https://zknives.com/knives/steels/regin_3.shtml;zknives.com, Международная база;Bohler-Uddeholm, США;card_maker;US;США;Швеция;Bohler-Uddeholm;;placeholder
Vibro;https://zknives.com/knives/steels/vibro.shtml;zknives.com, Международная база;Braeburn, США;card_maker;US;США;США;Braeburn;;placeholder
Excelo;https://zknives.com/knives/steels/excelo.shtml;zknives.com, Международная база;Carpenter, США;card_maker;US;США;США;Carpenter;;placeholder
Atha Pneu;https://zknives.com/knives/steels/atha_pneu.shtml;zknives.com, Международная база;Crucible, США;card_maker;US;США;США;Crucible;;placeholder
NU-DIE XTRA;https://zknives.com/knives/steels/nu-die_xtra.shtml;zknives.com, Международная база;Crucible, США;card_maker;US;США;США;Crucible;;placeholder
CSM13;https://zknives.com/knives/steels/csm13.shtml;zknives.com, Международная база;Crucible, США;card_maker;US;США;США;Crucible;;placeholder
Keystone Alloy Chisel;https://zknives.com/knives/steels/keystone_alloy_chisel.shtml;zknives.com, Международная база;Disston-Sons, США;card_maker;US;США;США;Disston-Sons;;placeholder
CCW;https://zknives.com/knives/steels/ccw.shtml;zknives.com, Международная база;Firth Brown, США;card_maker;US;США;Великобритания;Firth Brown;;placeholder
Cromodie;https://zknives.com/knives/steels/cromodie.shtml;zknives.com, Международная база;Firth Brown, США;card_maker;US;США;Великобритания;Firth Brown;;placeholder
J.S. Punch;https://zknives.com/knives/steels/j.s._punch.shtml;zknives.com, Международная база;Firth-Sterling, США;card_maker;US;США;США;Firth-Sterling;;placeholder
GGD-S1;https://zknives.com/knives/steels/ggd-s1.shtml;zknives.com, Международная база;GGD Metals, США;card_maker;US;США;Бразилия;GGD Metals;;placeholder
CHD1;https://zknives.com/knives/steels/chd1.shtml;zknives.com, Международная база;Huntsman, США;card_maker;US;США;Великобритания;Huntsman;;placeholder
Searcher;https://zknives.com/knives/steels/searcher.shtml;zknives.com, Международная база;Hydra, США;card_maker;US;США;Великобритания;Hydra;;placeholder
Ok Crown;https://zknives.com/knives/steels/ok_crown.shtml;zknives.com, Международная база;Jessop Saville, США;card_maker;US;США;Великобритания;Jessop Saville;;placeholder
H50;https://zknives.com/knives/steels/h50.shtml;zknives.com, Международная база;Jessop Saville, США;card_maker;US;США;Великобритания;Jessop Saville;;placeholder
PK;https://zknives.com/knives/steels/pk.shtml;zknives.com, Международная база;"Kind &amp; Co, США";card_maker;US;США;Германия;"Kind &amp; Co";;placeholder
XL-Chisel;https://zknives.com/knives/steels/xl-chisel.shtml;zknives.com, Международная база;Latrobe, США;card_maker;US;США;США;Latrobe;;placeholder
LO-K 2550;https://zknives.com/knives/steels/lo-k_2550.shtml;zknives.com, Международная база;Lohmann, США;card_maker;US;США;Германия;Lohmann;;placeholder
OSIKRO2;https://zknives.com/knives/steels/osikro2.shtml;zknives.com, Международная база;Metal Ravne, США;card_maker;US;США;Словения;Metal Ravne;;placeholder
KLAH;https://zknives.com/knives/steels/klah.shtml;zknives.com, Международная база;Novo, США;card_maker;US;США;Великобритания;Novo;;placeholder
