grade;link;db_standard;expected_standard;standard_expected_source;cc;country_cc;country_card;maker_card;maker_table;status
130C3;https://zknives.com/knives/steels/130c3.shtml;zknives.com, Международная база;Latrobe, США;table_maker;US;США;Франция;;Latrobe;placeholder
T31506;https://zknives.com/knives/steels/t31506.shtml;UNS, США;Latrobe, США;table_maker;US;США;США;;Latrobe;mismatch
Oil-Graph;https://zknives.com/knives/steels/oil-graph.shtml;zknives.com, Международная база;Allegheny Ludlum, США;card_maker;US;США;США;Allegheny Ludlum;Latrobe;placeholder
FCC-EZ;https://zknives.com/knives/steels/fcc-ez.shtml;zknives.com, Международная база;Allegheny Ludlum, США;card_maker;US;США;США;Allegheny Ludlum;Latrobe;placeholder
Truglide;https://zknives.com/knives/steels/truglide.shtml;zknives.com, Международная база;Allegheny Technologies, США;card_maker;US;США;США;Allegheny Technologies;Latrobe;placeholder
O6-Graphite;https://zknives.com/knives/steels/o6-graphite.shtml;zknives.com, Международная база;Bethlehem, США;card_maker;US;США;США;Bethlehem;Latrobe;placeholder
Carpenter O6;https://zknives.com/knives/steels/carpenter_o6.shtml;zknives.com, Международная база;Carpenter, США;card_maker;US;США;США;Carpenter;Latrobe;placeholder
Col-Graph;https://zknives.com/knives/steels/col-graph.shtml;zknives.com, Международная база;Latrobe, США;table_maker;US;США;США;;Latrobe;placeholder
Halgraph;https://zknives.com/knives/steels/halgraph.shtml;zknives.com, Международная база;Crucible, США;card_maker;US;США;США;Crucible;Latrobe;placeholder
Graph-Mo;https://zknives.com/knives/steels/graph-mo.shtml;zknives.com, Международная база;Latrobe, США;card_maker;US;США;США;Latrobe;Latrobe;placeholder
Gray Diamond;https://zknives.com/knives/steels/gray_diamond.shtml;zknives.com, Международная база;Latrobe, США;card_maker;US;США;США;Latrobe;Latrobe;placeholder
Lubridie;https://zknives.com/knives/steels/lubridie.shtml;zknives.com, Международная база;Latrobe, США;table_maker;US;США;США;;Latrobe;placeholder
O7;https://zknives.com/knives/steels/o7.shtml;zknives.com, Международная база;AISI O7, Япония;pattern;JP;Япония;США;;;placeholder
110WCrV5;https://zknives.com/knives/steels/110wcrv5.shtml;zknives.com, Международная база;Lohmann, Германия;table_maker;DE;Германия;Германия;;Lohmann;placeholder
1.2519;https://zknives.com/knives/steels/1.2519.shtml;EN, Европа;W-Nr, Германия;card_maker;DE;Германия;Германия;W-Nr;Lohmann;mismatch
1.2419.05;https://zknives.com/knives/steels/1.2419.05.shtml;EN, Европа;W-Nr, Германия;card_maker;DE;Германия;Германия;W-Nr;Lohmann;mismatch
95MNWCr5;https://zknives.com/knives/steels/95mnwcr5.shtml;zknives.com, Международная база;Lohmann, Германия;table_maker;DE;Германия;Европа;;Lohmann;placeholder
SKS31;https://zknives.com/knives/steels/sks31.shtml;JIS, Япония;Lohmann, Германия;table_maker;DE;Германия;Япония;;Lohmann;mismatch
110WC20;https://zknives.com/knives/steels/110wc20.shtml;zknives.com, Международная база;Lohmann, Германия;table_maker;DE;Германия;Франция;;Lohmann;placeholder
105WC13;https://zknives.com/knives/steels/105wc13.shtml;zknives.com, Международная база;Lohmann, Германия;table_maker;DE;Германия;Франция;;Lohmann;placeholder
CrWMn;https://zknives.com/knives/steels/crwmn.shtml;zknives.com, Международная база;Lohmann, Германия;table_maker;DE;Германия;Китай;;Lohmann;placeholder
19712;https://zknives.com/knives/steels/19712.shtml;zknives.com, Международная база;Lohmann, Германия;table_maker;DE;Германия;Чехия;;Lohmann;placeholder
C.6441;https://zknives.com/knives/steels/c.6441.shtml;zknives.com, Международная база;JUS, Германия;card_maker;DE;Германия;Macedonia;JUS;Lohmann;placeholder
C.6441.9;https://zknives.com/knives/steels/c.6441.9.shtml;zknives.com, Международная база;JUS, Германия;card_maker;DE;Германия;Macedonia;JUS;Lohmann;placeholder
T31507;https://zknives.com/knives/steels/t31507.shtml;UNS, США;Lohmann, Германия;table_maker;DE;Германия;США;;Lohmann;mismatch
Utica;https://zknives.com/knives/steels/utica.shtml;zknives.com, Международная база;Allegheny Ludlum, Германия;card_maker;DE;Германия;США;Allegheny Ludlum;Lohmann;placeholder
Ontario Low Carb.;https://zknives.com/knives/steels/ontario_low_carb..shtml;zknives.com, Международная база;Allegheny Ludlum, Германия;card_maker;DE;Германия;США;Allegheny Ludlum;Lohmann;placeholder
BE2519;https://zknives.com/knives/steels/be2519.shtml;zknives.com, Международная база;Bestar, Германия;card_maker;DE;Германия;Германия;Bestar;Lohmann;placeholder
67Tap;https://zknives.com/knives/steels/67tap.shtml;GB/T, Китай;Bethlehem, Германия;card_maker;DE;Германия;США;Bethlehem;Lohmann;mismatch
Tapdie;https://zknives.com/knives/steels/tapdie.shtml;zknives.com, Международная база;Lohmann, Германия;table_maker;DE;Германия;США;;Lohmann;placeholder
Tungsten Tap And Die;https://zknives.com/knives/steels/tungsten_tap_and_die.shtml;zknives.com, Международная база;Crucible, Германия;card_maker;DE;Германия;США;Crucible;Lohmann;placeholder
GO31;https://zknives.com/knives/steels/go31.shtml;zknives.com, Международная база;Daido, Германия;card_maker;DE;Германия;Япония;Daido;Lohmann;placeholder
H&R No.60;https://zknives.com/knives/steels/h~r_no.60.shtml;zknives.com, Международная база;Lohmann, Германия;table_maker;DE;Германия;США;;Lohmann;placeholder
W Tap;https://zknives.com/knives/steels/w_tap.shtml;zknives.com, Международная база;Latrobe, Германия;card_maker;DE;Германия;США;Latrobe;Lohmann;placeholder
LO-K 2519;https://zknives.com/knives/steels/lo-k_2519.shtml;zknives.com, Международная база;Lohmann, Германия;card_maker;DE;Германия;Германия;Lohmann;Lohmann;placeholder
LO-K 2419.05;https://zknives.com/knives/steels/lo-k_2419.05.shtml;zknives.com, Международная база;Lohmann, Германия;card_maker;DE;Германия;Германия;Lohmann;Lohmann;placeholder
OW3;https://zknives.com/knives/steels/ow3.shtml;zknives.com, Международная база;Metal Ravne, Германия;card_maker;DE;Германия;Словения;Metal Ravne;Lohmann;placeholder
50LAR;https://zknives.com/knives/steels/50lar.shtml;zknives.com, Международная база;Poldi, Германия;card_maker;DE;Германия;Чехия;Poldi;Lohmann;placeholder
BFD;https://zknives.com/knives/steels/bfd.shtml;zknives.com, Международная база;Simonds, Германия;card_maker;DE;Германия;США;Simonds;Lohmann;placeholder
Red Star;https://zknives.com/knives/steels/red_star.shtml;zknives.com, Международная база;Teledyne Technologies, Германия;card_maker;DE;Германия;США;Teledyne Technologies;Lohmann;placeholder
Red Star Tungsten;https://zknives.com/knives/steels/red_star_tungsten.shtml;zknives.com, Международная база;Teledyne Technologies, Германия;card_maker;DE;Германия;США;Teledyne Technologies;Lohmann;placeholder
Hardite;https://zknives.com/knives/steels/hardite.shtml;zknives.com, Международная база;Universal Cyclops, Германия;card_maker;DE;Германия;США;Universal Cyclops;Lohmann;placeholder
D2;https://zknives.com/knives/steels/d2.shtml;zknives.com, Международная база;AISI D2, Япония;pattern;JP;Япония;США;;;placeholder
X155CrVMo121;https://zknives.com/knives/steels/x155crvmo121.shtml;DIN, Германия;Metal Ravne, Словения;table_maker;SI;Словения;Германия;;Metal Ravne;mismatch
X153CrMoV12;https://zknives.com/knives/steels/x153crmov12.shtml;DIN, Германия;Metal Ravne, Словения;table_maker;SI;Словения;Германия;;Metal Ravne;mismatch
X165CrMoV12;https://zknives.com/knives/steels/x165crmov12.shtml;DIN, Германия;Ossenberg, Германия;table_maker;DE;Германия;Германия;;Ossenberg;mismatch
X150CrMoVCo12;https://zknives.com/knives/steels/x150crmovco12.shtml;DIN, Германия;Metal Ravne, Словения;table_maker;SI;Словения;Германия;;Metal Ravne;mismatch
100Cr4;https://zknives.com/knives/steels/100cr4.shtml;GB/T, Китай;Metal Ravne, Словения;table_maker;SI;Словения;Германия;;Metal Ravne;mismatch
1.2379;https://zknives.com/knives/steels/1.2379.shtml;EN, Европа;W-Nr, Япония;card_maker;JP;Япония;Германия;W-Nr;;mismatch
1.2397;https://zknives.com/knives/steels/1.2397.shtml;EN, Европа;W-Nr, Словения;card_maker;SI;Словения;Германия;W-Nr;Metal Ravne;mismatch
1.2061;https://zknives.com/knives/steels/1.2061.shtml;EN, Европа;W-Nr, Словения;card_maker;SI;Словения;Германия;W-Nr;Metal Ravne;mismatch
X160CrMoV121;https://zknives.com/knives/steels/x160crmov121.shtml;DIN, Германия;Metal Ravne, Словения;table_maker;SI;Словения;Европа;;Metal Ravne;mismatch
SKD11;https://zknives.com/knives/steels/skd11.shtml;JIS, Япония;Metal Ravne, Словения;table_maker;SI;Словения;Япония;;Metal Ravne;mismatch
2310;https://zknives.com/knives/steels/2310.shtml;AISI, США;Metal Ravne, Словения;table_maker;SI;Словения;Швеция;;Metal Ravne;mismatch
X160CrMoV12-28;https://zknives.com/knives/steels/x160crmov12-28.shtml;DIN, Германия;Metal Ravne, Словения;table_maker;SI;Словения;Франция;;Metal Ravne;mismatch
Z160CDV12;https://zknives.com/knives/steels/z160cdv12.shtml;zknives.com, Международная база;Metal Ravne, Словения;table_maker;SI;Словения;Франция;;Metal Ravne;placeholder
X169CrMV12;https://zknives.com/knives/steels/x169crmv12.shtml;DIN, Германия;Metal Ravne, Словения;table_maker;SI;Словения;Франция;;Metal Ravne;mismatch
Z155CDV12;https://zknives.com/knives/steels/z155cdv12.shtml;zknives.com, Международная база;Metal Ravne, Словения;table_maker;SI;Словения;Франция;;Metal Ravne;placeholder
Z155CDV12.1;https://zknives.com/knives/steels/z155cdv12.1.shtml;zknives.com, Международная база;Metal Ravne, Словения;table_maker;SI;Словения;Франция;;Metal Ravne;placeholder
X155CrVMo121KU;https://zknives.com/knives/steels/x155crvmo121ku.shtml;DIN, Германия;Metal Ravne, Словения;table_maker;SI;Словения;Италия;;Metal Ravne;mismatch
X150CrMo12KU;https://zknives.com/knives/steels/x150crmo12ku.shtml;DIN, Германия;Metal Ravne, Словения;table_maker;SI;Словения;Италия;;Metal Ravne;mismatch
Cr12MoV;https://zknives.com/knives/steels/cr12mov.shtml;zknives.com, Международная база;Metal Ravne, Словения;table_maker;SI;Словения;Китай;;Metal Ravne;placeholder
Cr12Mo1V;https://zknives.com/knives/steels/cr12mo1v.shtml;zknives.com, Международная база;Metal Ravne, Словения;table_maker;SI;Словения;Китай;;Metal Ravne;placeholder
Cr12Mo1V1;https://zknives.com/knives/steels/cr12mo1v1.shtml;zknives.com, Международная база;Metal Ravne, Словения;table_maker;SI;Словения;Китай;;Metal Ravne;placeholder
19573;https://zknives.com/knives/steels/19573.shtml;zknives.com, Международная база;Metal Ravne, Словения;table_maker;SI;Словения;Чехия;;Metal Ravne;placeholder
19572;https://zknives.com/knives/steels/19572.shtml;zknives.com, Международная база;Metal Ravne, Словения;table_maker;SI;Словения;Чехия;;Metal Ravne;placeholder
C.4850;https://zknives.com/knives/steels/c.4850.shtml;zknives.com, Международная база;JUS, Словения;card_maker;SI;Словения;Macedonia;JUS;Metal Ravne;placeholder
F.520A;https://zknives.com/knives/steels/f.520a.shtml;zknives.com, Международная база;UNE, Словения;card_maker;SI;Словения;Испания;UNE;Metal Ravne;placeholder
X160CrMoV12;https://zknives.com/knives/steels/x160crmov12.shtml;DIN, Германия;UNE, Словения;card_maker;SI;Словения;Испания;UNE;Metal Ravne;mismatch
X12MF;https://zknives.com/knives/steels/x12mf.shtml;DIN, Германия;Metal Ravne, Словения;table_maker;SI;Словения;Россия;;Metal Ravne;mismatch
