Grade;Base;C;Cr;Mo;V;W;Co;Ni;Mn;Si;S;P;Cu;Nb;N;Tech;Maker;CC
"M41*S7-4-2-5*
1.3246
HS7-4-2-5*
SKH55
Z110WKCDV07-05-04-04-02*
Z 110 WKCDV 07-05-04-04-02
07-05-04-04-02*
Z100WKDV 07-05-05-02
HS7-4-2-5*
HS7-4-2-5*
W7Mo4Cr4V2Co5*
19851*
F.5615*
7-4-2-5
T11341
S705
Rex 49
T.E.M.05.C*
HYM41
MAXSP45";Fe;1,05-1,15;3,75-4,50;3,25-4,25;1,75-2,25;6,25-7,00;4,75-5,75;0,3;0,20-0,60;0,15-0,50;0,03;0,03;0,25;0;0;;;US
"T11341M41*
S7-4-2-5*
1.3246
HS7-4-2-5*
SKH55
Z110WKCDV07-05-04-04-02*
Z 110 WKCDV 07-05-04-04-02
07-05-04-04-02*
Z100WKDV 07-05-05-02
HS7-4-2-5*
HS7-4-2-5*
W7Mo4Cr4V2Co5*
19851*
F.5615*
7-4-2-5
S705
Rex 49
T.E.M.05.C*
HYM41
MAXSP45";Fe;1,05-1,15;3,75-4,50;3,25-4,25;1,75-2,25;6,25-7,00;4,75-5,75;0,3;0,20-0,60;0,15-0,50;0,03;0,03;0,25;0;0;;;US
"M44*S10-4-3-1-0*
1.3207
HS10-4-3-10
SKH57
2736*
Z130WKCDV-10-10-04-04-03*
Z130KWDCV12-07-06-04-03
Z130WKCDV10-10-04-04-03
BT42
HS10-4-3-10
19861
HS10-4-3-10
R10M4F3K10-MP
R10M4F3K10
T11344
SK10V*
XT125WCo10CrMo4V3*
SKH57
WKE42
T.E.M.V.11
Radeco M10";Fe;1,10-1,20;4,00-4,75;6,00-7,00;1,85-2,20;5,00-5,75;11,00-12,25;0,3;0,20-0,40;0,30-0,55;0,03;0,03;0,25;0;0;;;US
"T11344M44*
S10-4-3-1-0*
1.3207
HS10-4-3-10
SKH57
2736*
Z130WKCDV-10-10-04-04-03*
Z130KWDCV12-07-06-04-03
Z130WKCDV10-10-04-04-03
BT42
HS10-4-3-10
19861
HS10-4-3-10
R10M4F3K10-MP
R10M4F3K10
SK10V*
XT125WCo10CrMo4V3*
SKH57
WKE42
T.E.M.V.11
Radeco M10";Fe;1,10-1,20;4,00-4,75;6,00-7,00;1,85-2,20;5,00-5,75;11,00-12,25;0,3;0,20-0,40;0,30-0,55;0,03;0,03;0,25;0;0;;;US
"WKE42M44*
S10-4-3-1-0*
1.3207
HS10-4-3-10
SKH57
2736*
Z130WKCDV-10-10-04-04-03*
Z130KWDCV12-07-06-04-03
Z130WKCDV10-10-04-04-03
BT42
HS10-4-3-10
19861
HS10-4-3-10
R10M4F3K10-MP
R10M4F3K10
T11344
SK10V*
XT125WCo10CrMo4V3*
SKH57
T.E.M.V.11
Radeco M10";Fe;1,20-1,35;3,80-4,50;3,20-3,90;9,00-10,00;3,00-3,50;9,50-10,50;0;0,00-0,40;0,00-0,45;0,03;0,03;0;0;0;;Erasteel;FR
M46*T11346;Fe;1,22-1,30;3,70-4,20;8,00-8,50;3,00-3,30;1,90-2,20;7,80-8,80;0,3;0,20-0,40;0,40-0,65;0,03;0,03;0,25;0;0;;;US
T11346M46*;Fe;1,22-1,30;3,70-4,20;8,00-8,50;3,00-3,30;1,90-2,20;7,80-8,80;0,3;0,20-0,40;0,40-0,65;0,03;0,03;0,25;0;0;;;US
"M43*Z110DKCWV09-08-04-02-01*
T11343
Dynacut*";Fe;1,15-1,25;3,50-4,25;7,50-8,50;1,50-1,75;2,25-3,00;7,75-8,75;0,3;0,20-0,40;0,15-0,65;0,03;0,03;0,25;0;0;;;US
"T11343M43*
Z110DKCWV09-08-04-02-01*
Dynacut*";Fe;1,15-1,25;3,50-4,25;7,50-8,50;1,50-1,75;2,25-3,00;7,75-8,75;0,3;0,20-0,40;0,15-0,65;0,03;0,03;0,25;0;0;;;US
"M30*T11330
Super LMW
Covan
Rex Tmo-5
Rex TMO-5
Super Hi Mo
H&R No.48
E. Lacomo
Lacomo
Electrite Lacomo XL
8-2-N Cobalt
Super Motung";Fe;0,75-0,85;3,50-4,25;7,75-9,00;1,00-1,40;1,30-2,30;4,50-5,50;0,3;0,15-0,40;0,20-0,45;0,03;0,03;0,25;0;0;;;US
"T11330M30*
Super LMW
Covan
Rex Tmo-5
Rex TMO-5
Super Hi Mo
H&R No.48
E. Lacomo
Lacomo
Electrite Lacomo XL
8-2-N Cobalt
Super Motung";Fe;0,75-0,85;3,50-4,25;7,75-9,00;1,00-1,40;1,30-2,30;4,50-5,50;0,3;0,15-0,40;0,20-0,45;0,03;0,03;0,25;0;0;;;US
"M33*S2-9-2-8
1.3249
BM34
F.5611*
2-9-2-8*
T11333
Super LMW Extra
Braeburn M33
Rex M33
E. Kelvan
Kelvan
HM33
8-2-N Cobalt 8
Super Motung 33";Fe;0,85-0,92;3,50-4,00;9,00-10,00;1,00-1,35;1,30-2,10;7,75-8,75;0,3;0,15-0,40;0,15-0,50;0,03;0,03;0,25;0;0;;;US
"T11333M33*
S2-9-2-8
1.3249
BM34
F.5611*
2-9-2-8*
Super LMW Extra
Braeburn M33
Rex M33
E. Kelvan
Kelvan
HM33
8-2-N Cobalt 8
Super Motung 33";Fe;0,85-0,92;3,50-4,00;9,00-10,00;1,00-1,35;1,30-2,10;7,75-8,75;0,3;0,15-0,40;0,15-0,50;0,03;0,03;0,25;0;0;;;US
"M34*S2-9-2-8*
1.3249
HS2-9-2-8*
BM34*
T11334
Super LMW Spec
Rex TMO-8
E. Tatmo Cobalt
Tatmo Cobalt
Super Motung Spec
Vasco M34";Fe;0,85-0,92;3,50-4,00;7,75-8,75;1,90-2,30;1,40-2,10;7,75-9,20;0,3;0,15-0,40;0,20-0,45;0,03;0,03;0,25;0;0;;;US
"T11334M34*
S2-9-2-8*
1.3249
HS2-9-2-8*
BM34*
Super LMW Spec
Rex TMO-8
E. Tatmo Cobalt
Tatmo Cobalt
Super Motung Spec
Vasco M34";Fe;0,85-0,92;3,50-4,00;7,75-8,75;1,90-2,30;1,40-2,10;7,75-9,20;0,3;0,15-0,40;0,20-0,45;0,03;0,03;0,25;0;0;;;US
"M36*1.3294*
HS6-5-3-8*
SKH56*
2726*
Z85WDYCV06-05-05-04*
W6Mo5Cr4V3Co8*
19850*
R6M5F3K8*
R6M5F3K8-MP
T11336
Super DBL
E. CO-6
CO-6
Circle M
GPM30
H&R Cobalt Moly
Electrite Co-6 XL
PMHS6-5-3-8*
HM36
Maximum Moc
Victory Cobalt";Fe;0,80-0,90;3,75-4,50;4,50-5,50;1,75-2,25;5,50-6,50;7,75-8,75;0,3;0,15-0,40;0,20-0,45;0,03;0,03;0,25;0;0;;;US
"SKH56*M36*
1.3294*
HS6-5-3-8*
2726*
Z85WDYCV06-05-05-04*
W6Mo5Cr4V3Co8*
19850*
R6M5F3K8*
R6M5F3K8-MP
T11336
Super DBL
E. CO-6
CO-6
Circle M
GPM30
H&R Cobalt Moly
Electrite Co-6 XL
PMHS6-5-3-8*
HM36
Maximum Moc
Victory Cobalt";Fe;0,85-0,95;3,80-4,50;4,60-5,30;1,70-2,20;5,70-6,70;7,00-9,00;0,25;0,4;0,4;0,03;0,03;0,25;0;0;;;JP
"T11336M36*
1.3294*
HS6-5-3-8*
SKH56*
2726*
Z85WDYCV06-05-05-04*
W6Mo5Cr4V3Co8*
19850*
R6M5F3K8*
R6M5F3K8-MP
Super DBL
E. CO-6
CO-6
Circle M
GPM30
H&R Cobalt Moly
Electrite Co-6 XL
PMHS6-5-3-8*
HM36
Maximum Moc
Victory Cobalt";Fe;0,80-0,90;3,75-4,50;4,50-5,50;1,75-2,25;5,50-6,50;7,75-8,75;0,3;0,15-0,40;0,20-0,45;0,03;0,03;0,25;0;0;;;US
"M47*M30
S2-10-1-8*
SKH59
BM42
HS2-9-1-8
R2AM9K5*
T11347
SK8M
R11*
Exohard";Fe;1,05-1,15;3,50-4,00;9,25-10,00;1,15-1,35;1,30-1,80;4,75-5,25;0,3;0,15-0,40;0,20-0,45;0,03;0,03;0,25;0;0;;;US
"R2AM9K5*M47*
M30
S2-10-1-8*
SKH59
BM42
HS2-9-1-8
T11347
SK8M
R11*
Exohard";Fe;1,00-1,10;3,80-4,40;8,00-9,00;1,70-2,10;1,50-2,00;4,70-5,20;0,6;0,20-0,50;0,20-0,50;0,03;0,03;0,25;0,10-0,30;0,05-0,10;;;RU
"T11347M47*
M30
S2-10-1-8*
SKH59
BM42
HS2-9-1-8
R2AM9K5*
SK8M
R11*
Exohard";Fe;1,05-1,15;3,50-4,00;9,25-10,00;1,15-1,35;1,30-1,80;4,75-5,25;0,3;0,15-0,40;0,20-0,45;0,03;0,03;0,25;0;0;;;US
"T2*Z85WCV 18-04-02
T12002
ML
Trojan
Twinvan
Vanite
Rex Supervan
H. V. Blue Chip
H&R No.2
E. No.19
Elect. 19 XL
E #19
Lockport Spec.
Tunco
E.V.M
B9
EVM";Fe;0,80-0,90;3,75-4,50;0,00-1,00;1,80-2,40;17,50-19,00;0;0,3;0,20-0,40;0,20-0,40;0,03;0,03;0,25;0;0;;;US
"Z85WCV 18-04-02T2*
T12002
ML
Trojan
Twinvan
Vanite
Rex Supervan
H. V. Blue Chip
H&R No.2
E. No.19
Elect. 19 XL
E #19
Lockport Spec.
Tunco
E.V.M
B9
EVM";Fe;0,79;4;0,2;2,11;18,15;0,17;0,08;0,17;0,18;0,026;0,035;0;0;0;;;FR
"T12002T2*
Z85WCV 18-04-02
ML
Trojan
Twinvan
Vanite
Rex Supervan
H. V. Blue Chip
H&R No.2
E. No.19
Elect. 19 XL
E #19
Lockport Spec.
Tunco
E.V.M
B9
EVM";Fe;0,80-0,90;3,75-4,50;0,00-1,00;1,80-2,40;17,50-19,00;0;0,3;0,20-0,40;0,20-0,40;0,03;0,03;0,25;0;0;;;US
"T4*S18-1-2-5*
1.3255
HS18-1-1-5*
SKH3*
18-05-04-01
18-05-04-01 Z80WKCV*
Z80WKCV18-05-04-01*
BT4*
HS18-1-1-5*
X78WCo1805KU
W18Cr4VCo5*
19855*
C.6980*
18-1-1-5*
F.5530*
R18K5F2*
T12004
Panther Special
Purple Label
Pawhatan
CoMoKut
S305
Braeburn Cobalt
Acmite
Rex AAA
X79WCo18.5
KobaltII
D6-Co
KD15
Red Chip
R3
H&R Cobalt
Silber
E. Cobalt
Elect. Cobalt XL
Kobalt5
LO-S 3255
BRC
Kobalt5W
Cobalt 5W
SVZ365
Maximum Special 55
MAXSP55M
MAXSP55
SIRapid 3255
Tunco
Red Cut Cobalt
Thyrapid3255
3255
B7
SSB50";Fe;0,70-0,80;3,75-4,50;0,40-1,00;0,80-1,20;17,50-19,00;4,25-5,75;0,3;0,10-0,40;0,20-0,40;0,03;0,03;0,25;0;0;;;US
"SKH3*T4*
S18-1-2-5*
1.3255
HS18-1-1-5*
18-05-04-01
18-05-04-01 Z80WKCV*
Z80WKCV18-05-04-01*
BT4*
HS18-1-1-5*
X78WCo1805KU
W18Cr4VCo5*
19855*
C.6980*
18-1-1-5*
F.5530*
R18K5F2*
T12004
Panther Special
Purple Label
Pawhatan
CoMoKut
S305
Braeburn Cobalt
Acmite
Rex AAA
X79WCo18.5
KobaltII
D6-Co
KD15
Red Chip
R3
H&R Cobalt
Silber
E. Cobalt
Elect. Cobalt XL
Kobalt5
LO-S 3255
BRC
Kobalt5W
Cobalt 5W
SVZ365
Maximum Special 55
MAXSP55M
MAXSP55
SIRapid 3255
Tunco
Red Cut Cobalt
Thyrapid3255
3255
B7
SSB50";Fe;0,73-0,83;3,80-4,50;0;0,80-1,20;17,00-19,00;4,50-5,50;0;0,4;0,45;0,03;0,03;0;0;0;;;JP
"T12004T4*
S18-1-2-5*
1.3255
HS18-1-1-5*
SKH3*
18-05-04-01
18-05-04-01 Z80WKCV*
Z80WKCV18-05-04-01*
BT4*
HS18-1-1-5*
X78WCo1805KU
W18Cr4VCo5*
19855*
C.6980*
18-1-1-5*
F.5530*
R18K5F2*
Panther Special
Purple Label
Pawhatan
CoMoKut
S305
Braeburn Cobalt
Acmite
Rex AAA
X79WCo18.5
KobaltII
D6-Co
KD15
Red Chip
R3
H&R Cobalt
Silber
E. Cobalt
Elect. Cobalt XL
Kobalt5
LO-S 3255
BRC
Kobalt5W
Cobalt 5W
SVZ365
Maximum Special 55
MAXSP55M
MAXSP55
SIRapid 3255
Tunco
Red Cut Cobalt
Thyrapid3255
3255
B7
SSB50";Fe;0,70-0,80;3,75-4,50;0,40-1,00;0,80-1,20;17,50-19,00;4,25-5,75;0,3;0,10-0,40;0,20-0,40;0,03;0,03;0,25;0;0;;;US
"T5*S1-8-1-2-1-0
1.3265*
HS18-0-1-10*
SKH4A*
SKH4
Z80WKCV18-10-04-02*
BT5*
HS18-0-1-10
X80WCo1810KU*
W18Cr4VCo8*
C.9682*
F.540*
18-0-2-10
T12005
Super Panther
Purple Label Extra
Nipigon
S300*
Cobite
Rex Supercut
X76WCo18.10
KobaltI
KD16
Circle C
GK10
H&R No.4
3265
E. Super Cobalt
Elect-Super Cobalt XL
LO-S 3265
BRC3*
Kobalt10
Kobalt 10 Spezial
Cobalt 10 Special
Cobalt 10
SVZ410
MKH*
KO11
SIRapid 3265
Super Cobalt
B10
Red Cut Cobalt-B
SSB100";Fe;0,75-0,85;3,75-5,00;0,50-1,25;1,80-2,40;17,50-19,00;7,00-9,50;0;0,20-0,40;0,20-0,40;0,03;0,03;0,25;0;0;;;US
"SKH4A*T5*
S1-8-1-2-1-0
1.3265*
HS18-0-1-10*
SKH4
Z80WKCV18-10-04-02*
BT5*
HS18-0-1-10
X80WCo1810KU*
W18Cr4VCo8*
C.9682*
F.540*
18-0-2-10
T12005
Super Panther
Purple Label Extra
Nipigon
S300*
Cobite
Rex Supercut
X76WCo18.10
KobaltI
KD16
Circle C
GK10
H&R No.4
3265
E. Super Cobalt
Elect-Super Cobalt XL
LO-S 3265
BRC3*
Kobalt10
Kobalt 10 Spezial
Cobalt 10 Special
Cobalt 10
SVZ410
MKH*
KO11
SIRapid 3265
Super Cobalt
B10
Red Cut Cobalt-B
SSB100";Fe;0,73-0,83;3,80-4,50;0;1,00-1,50;17,00-19,00;9,00-11,00;0;0,4;0,45;0,03;0,03;0;0;0;;;JP
"SKH4T5*
S1-8-1-2-1-0
1.3265*
HS18-0-1-10*
SKH4A*
Z80WKCV18-10-04-02*
BT5*
HS18-0-1-10
X80WCo1810KU*
W18Cr4VCo8*
C.9682*
F.540*
18-0-2-10
T12005
Super Panther
Purple Label Extra
Nipigon
S300*
Cobite
Rex Supercut
X76WCo18.10
KobaltI
KD16
Circle C
GK10
H&R No.4
3265
E. Super Cobalt
Elect-Super Cobalt XL
LO-S 3265
BRC3*
Kobalt10
Kobalt 10 Spezial
Cobalt 10 Special
Cobalt 10
SVZ410
MKH*
KO11
SIRapid 3265
Super Cobalt
B10
Red Cut Cobalt-B
SSB100";Fe;0,73-0,83;3,80-4,50;0;1,00-1,50;17,00-19,00;9,00-11,00;0;0,4;0,45;0,03;0,03;0;0;0;;;JP
"T12005T5*
S1-8-1-2-1-0
1.3265*
HS18-0-1-10*
SKH4A*
SKH4
Z80WKCV18-10-04-02*
BT5*
HS18-0-1-10
X80WCo1810KU*
W18Cr4VCo8*
C.9682*
F.540*
18-0-2-10
Super Panther
Purple Label Extra
Nipigon
S300*
Cobite
Rex Supercut
X76WCo18.10
KobaltI
KD16
Circle C
GK10
H&R No.4
3265
E. Super Cobalt
Elect-Super Cobalt XL
LO-S 3265
BRC3*
Kobalt10
Kobalt 10 Spezial
Cobalt 10 Special
Cobalt 10
SVZ410
MKH*
KO11
SIRapid 3265
Super Cobalt
B10
Red Cut Cobalt-B
SSB100";Fe;0,75-0,85;3,75-5,00;0,50-1,25;1,80-2,40;17,50-19,00;7,00-9,50;0;0,20-0,40;0,20-0,40;0,03;0,03;0,25;0;0;;;US
"T6*S18-1-2-1-5
1.3257
HS18-1-2-1-5
Z80WKCV 18-10-04-02
Vx80WK 18.10
F.554
18-0-2-10
T12006
Bonded Carbide
Rex 440
R4
King Cobalt
Gold
E. Ultra Cobalt
Ultra Cobalt
Elect.-Ultra Cobalt XL
Kobalt15
Gray Cut Cobalt";Fe;0,75-0,85;4,00-4,75;0,40-1,00;1,50-2,10;18,50-21,00;11,00-13,00;0,3;0,20-0,40;0,20-0,40;0,03;0,03;0,25;0;0;;;US
"T12006T6*
S18-1-2-1-5
1.3257
HS18-1-2-1-5
Z80WKCV 18-10-04-02
Vx80WK 18.10
F.554
18-0-2-10
Bonded Carbide
Rex 440
R4
King Cobalt
Gold
E. Ultra Cobalt
Ultra Cobalt
Elect.-Ultra Cobalt XL
Kobalt15
Gray Cut Cobalt";Fe;0,75-0,85;4,00-4,75;0,40-1,00;1,50-2,10;18,50-21,00;11,00-13,00;0,3;0,20-0,40;0,20-0,40;0,03;0,03;0,25;0;0;;;US
"T8*19856
R9K5
T12008
RP1
SK5*
Gold Star
Maxite
Rex 95
FS 2-5
H&R No.14
Jessop T-8
E. UB
Electrite UB XL
MAXSP55G
B8";Fe;0,75-0,85;3,75-4,50;0,40-1,00;1,80-2,40;13,25-14,75;4,25-5,75;0;0,20-0,40;0,20-0,40;0,03;0,03;0,25;0;0;;;US
"T12008T8*
19856
R9K5
RP1
SK5*
Gold Star
Maxite
Rex 95
FS 2-5
H&R No.14
Jessop T-8
E. UB
Electrite UB XL
MAXSP55G
B8";Fe;0,75-0,85;3,75-4,50;0,40-1,00;1,80-2,40;13,25-14,75;4,25-5,75;0;0,20-0,40;0,20-0,40;0,03;0,03;0,25;0;0;;;US
19C5Va*;Fe;1;0,5;0;0,2;0;0;0;0,8;?;?;?;0;0;0;;Bohler-Uddeholm;SE
KK*;Fe;1,20-1,30;0,15-0,50;0;0;0;0;0;0,10-0,30;0,15-0,30;0,02;0,025;0;0;0;;Hitachi;JP
8Cr14MoV*;Fe;0,75-0,80;13,50-14,00;0,20-0,25;0,10-0,15;0;0;0;0,5;0,5;0,015;0,035;0;0;0;;Ahonest Changjiang;CN
OU31*;Fe;0,9;8,25;2;3;0;3;0;?;?;?;?;0;0;0;PM;Nippon Koshuha;JP
1044*G10420;Fe;0,43-0,50;0;0;0;0;0;0;0,30-0,60;?;0,05;0,03;0;0;0;;;US
G104201044*;Fe;0,43-0,50;0;0;0;0;0;0;0,30-0,60;?;0,05;0,03;0;0;0;;;US
"1085*CK85
85Mn3*
90Mn4
1.1269
1.0647
1.1819
SUP3*
XC90
080A86
#85*
85*
G10850
90Mn4";Fe;0,80-0,93;0;0;0;0;0;0;0,70-1,00;?;0,05;0,03;0;0;0;;;US
"85*1085*
CK85
85Mn3*
90Mn4
1.1269
1.0647
1.1819
SUP3*
XC90
080A86
#85*
G10850
90Mn4";Fe;0,82-0,90;0,00-0,25;0;0;0;0;0,00-0,25;0,50-0,80;0,17-0,37;0,035;0,035;0,00-0,20;0;0;;;RU
"G108501085*
CK85
85Mn3*
90Mn4
1.1269
1.0647
1.1819
SUP3*
XC90
080A86
#85*
85*
90Mn4";Fe;0,80-0,93;0;0;0;0;0;0;0,70-1,00;?;0,05;0,03;0;0;0;;;US
UHB17LM*;Fe;0,85;0;0;0,2;0;0;0;0,55;0,3;?;?;0;0;0;;Bohler-Uddeholm;SE
"1065*1.1230*
SUP3
1665*
XC65*
G10650
DNH6
N63C";Fe;0,60-0,70;0;0;0;0;0;0;0,60-0,90;?;0,05;0,03;0;0;0;;;US
"G106501065*
1.1230*
SUP3
1665*
XC65*
DNH6
N63C";Fe;0,60-0,70;0;0;0;0;0;0;0,60-0,90;?;0,05;0,03;0;0;0;;;US
1018*G10180;Fe;0,15-0,20;0;0;0;0;0;0;0,60-0,90;?;0,05;0,03;0;0;0;;;US
G101801018*;Fe;0,15-0,20;0;0;0;0;0;0;0,60-0,90;?;0,05;0,03;0;0;0;;;US
ThyssenKrupp Carbonsteel*;Fe;0,81;0,54;0;0,161;0;0;0;0,56;0,35;0,004;0,01;0;0;0;;Thyssen-Krupp;DE
"Nitro-V*Nitro V
NitroV";Fe;0,66-0,70;12,70-13,30;0;0,05-0,10;0;0;0;0,60-0,70;0,30-0,50;0,00-0,01;0,00-0,02;0;0;0,10-0,12;;New Jersey Steel Baron;US
"L3*102Cr6
1.2067
102Cr6*
SUJ2
Y100Cr6*
BL3
Cr2
9CrV2
14109
C.4144
C.4145
9KH1*
9KH2
9X2
KH
X
A
T61203
102Cr6*
RUL1*
NC4*
K4*
BE2067
K200
JY Hydraulic 56
V-Kut
PV6
AW Special
M Chrome
LO-K 2067
OCR4EX
NSK
Thyrodur2067
Vanadium-BB
Vandium Type BB
ES67";Fe;0,95-1,10;1,30-1,70;0;0,10-0,30;0;0;0;0,25-0,80;0,25-0,80;?;?;0;0;0;;;US
"102Cr6L3*
1.2067
102Cr6*
SUJ2
Y100Cr6*
BL3
Cr2
9CrV2
14109
C.4144
C.4145
9KH1*
9KH2
9X2
KH
X
A
T61203
102Cr6*
RUL1*
NC4*
K4*
BE2067
K200
JY Hydraulic 56
V-Kut
PV6
AW Special
M Chrome
LO-K 2067
OCR4EX
NSK
Thyrodur2067
Vanadium-BB
Vandium Type BB
ES67";Fe;0,95-1,10;1,35-1,65;0,1;0;0;0;0,00-0,40;0,20-0,40;0,15-0,35;0,025;0,025;0;0;0;;;DE
"1.2067L3*
102Cr6
102Cr6*
SUJ2
Y100Cr6*
BL3
Cr2
9CrV2
14109
C.4144
C.4145
9KH1*
9KH2
9X2
KH
X
A
T61203
102Cr6*
RUL1*
NC4*
K4*
BE2067
K200
JY Hydraulic 56
V-Kut
PV6
AW Special
M Chrome
LO-K 2067
OCR4EX
NSK
Thyrodur2067
Vanadium-BB
Vandium Type BB
ES67";Fe;0,95-1,10;1,35-1,65;0,1;0;0;0;0,00-0,40;0,20-0,40;0,15-0,35;0,025;0,025;0;0;0;;;DE
"102Cr6*L3*
102Cr6
1.2067
SUJ2
Y100Cr6*
BL3
Cr2
9CrV2
14109
C.4144
C.4145
9KH1*
9KH2
9X2
KH
X
A
T61203
102Cr6*
RUL1*
NC4*
K4*
BE2067
K200
JY Hydraulic 56
V-Kut
PV6
AW Special
M Chrome
LO-K 2067
OCR4EX
NSK
Thyrodur2067
Vanadium-BB
Vandium Type BB
ES67";Fe;0,95-1,10;1,35-1,65;0,1;0;0;0;0,00-0,40;0,20-0,40;0,15-0,35;0,025;0,025;0;0;0;;;EU
"9KH1*L3*
102Cr6
1.2067
102Cr6*
SUJ2
Y100Cr6*
BL3
Cr2
9CrV2
14109
C.4144
C.4145
9KH2
9X2
KH
X
A
T61203
102Cr6*
RUL1*
NC4*
K4*
BE2067
K200
JY Hydraulic 56
V-Kut
PV6
AW Special
M Chrome
LO-K 2067
OCR4EX
NSK
Thyrodur2067
Vanadium-BB
Vandium Type BB
ES67";Fe;0,80-0,95;1,40-1,70;0,00-0,20;0;0,00-0,20;0;0,00-0,40;0,15-0,40;0,25-0,45;0,03;0,03;0,00-0,30;0;0;;;RU
"9KH2L3*
102Cr6
1.2067
102Cr6*
SUJ2
Y100Cr6*
BL3
Cr2
9CrV2
14109
C.4144
C.4145
9KH1*
9X2
KH
X
A
T61203
102Cr6*
RUL1*
NC4*
K4*
BE2067
K200
JY Hydraulic 56
V-Kut
PV6
AW Special
M Chrome
LO-K 2067
OCR4EX
NSK
Thyrodur2067
Vanadium-BB
Vandium Type BB
ES67";Fe;0,85-0,95;1,70-2,10;0;0;0;0;0,5;0,20-0,70;0,25-0,50;0,03;0,03;0;0;0;;;RU
"9X2L3*
102Cr6
1.2067
102Cr6*
SUJ2
Y100Cr6*
BL3
Cr2
9CrV2
14109
C.4144
C.4145
9KH1*
9KH2
KH
X
A
T61203
102Cr6*
RUL1*
NC4*
K4*
BE2067
K200
JY Hydraulic 56
V-Kut
PV6
AW Special
M Chrome
LO-K 2067
OCR4EX
NSK
Thyrodur2067
Vanadium-BB
Vandium Type BB
ES67";Fe;0,85-0,95;1,70-2,10;0;0;0;0;0,5;0,20-0,70;0,25-0,50;0,03;0,03;0;0;0;;;RU
"T61203L3*
102Cr6
1.2067
102Cr6*
SUJ2
Y100Cr6*
BL3
Cr2
9CrV2
14109
C.4144
C.4145
9KH1*
9KH2
9X2
KH
X
A
102Cr6*
RUL1*
NC4*
K4*
BE2067
K200
JY Hydraulic 56
V-Kut
PV6
AW Special
M Chrome
LO-K 2067
OCR4EX
NSK
Thyrodur2067
Vanadium-BB
Vandium Type BB
ES67";Fe;0,95-1,10;1,30-1,70;0;0,10-0,30;0;0;0;0,25-0,80;0,25-0,80;?;?;0;0;0;;;US
"PV6L3*
102Cr6
1.2067
102Cr6*
SUJ2
Y100Cr6*
BL3
Cr2
9CrV2
14109
C.4144
C.4145
9KH1*
9KH2
9X2
KH
X
A
T61203
102Cr6*
RUL1*
NC4*
K4*
BE2067
K200
JY Hydraulic 56
V-Kut
AW Special
M Chrome
LO-K 2067
OCR4EX
NSK
Thyrodur2067
Vanadium-BB
Vandium Type BB
ES67";Fe;1;1,5;0;0;0;0;0;?;?;?;?;0;0;0;;Dorrenberg;DE
"NSKL3*
102Cr6
1.2067
102Cr6*
SUJ2
Y100Cr6*
BL3
Cr2
9CrV2
14109
C.4144
C.4145
9KH1*
9KH2
9X2
KH
X
A
T61203
102Cr6*
RUL1*
NC4*
K4*
BE2067
K200
JY Hydraulic 56
V-Kut
PV6
AW Special
M Chrome
LO-K 2067
OCR4EX
Thyrodur2067
Vanadium-BB
Vandium Type BB
ES67";Fe;1;1,5;0;0;0;0;0;0,3;0,25;?;?;0;0;0;;Ossenberg;DE
"Thyrodur2067L3*
102Cr6
1.2067
102Cr6*
SUJ2
Y100Cr6*
BL3
Cr2
9CrV2
14109
C.4144
C.4145
9KH1*
9KH2
9X2
KH
X
A
T61203
102Cr6*
RUL1*
NC4*
K4*
BE2067
K200
JY Hydraulic 56
V-Kut
PV6
AW Special
M Chrome
LO-K 2067
OCR4EX
NSK
Vanadium-BB
Vandium Type BB
ES67";Fe;1;1,5;0;0;0;0;0;0,35;0,2;?;?;0;0;0;;Thyssen-Krupp;DE
"100CrMo7*1.2303
1.3537*
SUJ4*
100CD7*
100CrMo7*
GCr18Mo*
100CD7";Fe;0,95-1,10;1,65-1,95;0,30-0,40;0;0;0;0;0,25-0,45;0,20-0,40;?;?;0;0;0;;;DE
"1.3537*100CrMo7*
1.2303
SUJ4*
100CD7*
100CrMo7*
GCr18Mo*
100CD7";Fe;0,95-1,10;1,65-1,95;0,30-0,40;0;0;0;0;0,25-0,45;0,20-0,40;?;?;0;0;0;;;DE
"SUJ4*100CrMo7*
1.2303
1.3537*
100CD7*
100CrMo7*
GCr18Mo*
100CD7";Fe;0,95-1,10;1,30-1,60;0,10-0,25;0;0;0;0;0,5;0,15-0,35;0,025;0,025;0;0;0;;;JP
"100CrMo7*100CrMo7*
1.2303
1.3537*
SUJ4*
100CD7*
GCr18Mo*
100CD7";Fe;0,95-1,10;1,65-1,95;0,30-0,40;0;0;0;0;0,25-0,45;0,20-0,40;?;?;0;0;0;;;IT
"T5Mo*Z50CD14
Dauphinox T5Mo";Fe;0,5;14;0,25;0;0;0;0;?;?;?;?;0;0;0;;Bonpertuis;FR
"Vanax SuperClean*Vanax*
Vanax 37*
Vanax37*
VanaxSuperClean*";Fe;0,36;18,2;1,1;3,5;0,06;0,05;0,18;0,3;0,3;0,009;0,187;0,09;0;1,55;PM;Bohler-Uddeholm;SE
Dauphinox T5*Z50Cr14;Fe;0,5;14;0;0;0;0;0;?;?;?;?;0;0;0;;Bonpertuis;FR
"T7Mo*Z70CD14
Dauphinox T7Mo";Fe;0,7;14;0,8;0;0;0;0;?;?;?;?;0;0;0;;Bonpertuis;FR
