grade,db_grade,link,updated_fields,source,note
K4,K4,https://zknives.com/knives/steels/k4.shtml,"manufacturer,standard,mo,w,co,ni,s,p,cu,nb,n",zknives_mismatches.csv,link
BE2067,BE2067,https://zknives.com/knives/steels/be2067.shtml,"manufacturer,standard,mo,w,co,ni,s,p,cu,nb,n",zknives_mismatches.csv,link
K200,K200,https://zknives.com/knives/steels/k200.shtml,"manufacturer,standard,mo,w,co,ni,s,p,cu,nb,n",zknives_mismatches.csv,link
JY Hydraulic 56,JY Hydraulic 56,https://zknives.com/knives/steels/jy_hydraulic_56.shtml,"manufacturer,standard,mo,w,co,ni,s,p,cu,nb,n",zknives_mismatches.csv,link
V-Kut,V-Kut,https://zknives.com/knives/steels/v-kut.shtml,"manufacturer,standard,mo,w,co,ni,s,p,cu,nb,n",zknives_mismatches.csv,link
AW Special,AW Special,https://zknives.com/knives/steels/aw_special.shtml,"manufacturer,standard,mo,w,co,ni,s,p,cu,nb,n",zknives_mismatches.csv,link
M Chrome,M Chrome,https://zknives.com/knives/steels/m_chrome.shtml,"manufacturer,standard,mo,w,co,ni,s,p,cu,nb,n",zknives_mismatches.csv,link
LO-K 2067,LO-K 2067,https://zknives.com/knives/steels/lo-k_2067.shtml,"manufacturer,standard,mo,w,co,ni,s,p,cu,nb,n",zknives_mismatches.csv,link
NSK,NSK,https://zknives.com/knives/steels/nsk.shtml,"manufacturer,standard,mo,w,co,ni,s,p,cu,nb,n",zknives_mismatches.csv,link
Thyrodur2067,Thyrodur2067,https://zknives.com/knives/steels/thyrodur2067.shtml,"manufacturer,standard,mo,w,co,ni,s,p,cu,nb,n",zknives_mismatches.csv,link
Vanadium-BB,Vanadium-BB,https://zknives.com/knives/steels/vanadium-bb.shtml,"manufacturer,standard,mo,w,co,ni,s,p,cu,nb,n",zknives_mismatches.csv,link
Vandium Type BB,Vandium Type BB,https://zknives.com/knives/steels/vandium_type_bb.shtml,"manufacturer,standard,mo,w,co,ni,s,p,cu,nb,n",zknives_mismatches.csv,link
ES67,ES67,https://zknives.com/knives/steels/es67.shtml,"manufacturer,standard,mo,w,co,ni,s,p,cu,nb,n",zknives_mismatches.csv,link
100CrMo7,100CrMo7,https://zknives.com/knives/steels/100crmo7.shtml,"v,w,co,ni,s,p,cu,nb,n",zknives_mismatches.csv,link
SUJ4,SUJ4,https://zknives.com/knives/steels/suj4.shtml,"v,w,co,ni,s,p,cu,nb,n",zknives_mismatches.csv,link
100CD7,100CD7,https://zknives.com/knives/steels/100cd7.shtml,"v,w,co,ni,s,p,cu,nb,n",zknives_mismatches.csv,link
GCr18Mo,GCr18Mo,https://zknives.com/knives/steels/gcr18mo.shtml,"v,w,co,ni,s,p,cu,nb,n",zknives_mismatches.csv,link
Z50CD14,Z50CD14,https://zknives.com/knives/steels/z50cd14.shtml,"manufacturer,standard,v,w,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
Dauphinox T5Mo,Dauphinox T5Mo,https://zknives.com/knives/steels/dauphinox_t5mo.shtml,"manufacturer,standard,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
Vanax,Vanax,https://zknives.com/knives/steels/vanax.shtml,"manufacturer,standard,nb,tech,analogues",zknives_mismatches.csv,link
Vanax 37,Vanax 37,https://zknives.com/knives/steels/vanax_37.shtml,"manufacturer,standard,nb,tech,analogues",zknives_mismatches.csv,link
Vanax37,Vanax37,https://zknives.com/knives/steels/vanax37.shtml,"manufacturer,standard,nb,tech,analogues",zknives_mismatches.csv,link
VanaxSuperClean,VanaxSuperClean,https://zknives.com/knives/steels/vanaxsuperclean.shtml,"manufacturer,standard,nb,tech,analogues",zknives_mismatches.csv,link
Z50Cr14,Z50Cr14,https://zknives.com/knives/steels/z50cr14.shtml,"manufacturer,standard,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
Dauphinox T7Mo,Dauphinox T7Mo,https://zknives.com/knives/steels/dauphinox_t7mo.shtml,"manufacturer,standard,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
SKH9D,SKH9D,https://zknives.com/knives/steels/skh9d.shtml,"manufacturer,standard,co,ni,cu,nb,n",zknives_mismatches.csv,link
Ck40,Ck40,https://zknives.com/knives/steels/ck40.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
1.1186,1.1186,https://zknives.com/knives/steels/1.1186.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
C40E,C40E,https://zknives.com/knives/steels/c40e.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
XC42H1,XC42H1,https://zknives.com/knives/steels/xc42h1.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
CS40,CS40,https://zknives.com/knives/steels/cs40.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
EN8,EN8,https://zknives.com/knives/steels/en8.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
#40,#40,https://zknives.com/knives/steels/!40.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
40Mn,40Mn,https://zknives.com/knives/steels/40mn.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
C.1434.1,C.1434.1,https://zknives.com/knives/steels/c.1434.1.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
C.1434.2,C.1434.2,https://zknives.com/knives/steels/c.1434.2.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
C35k,C35k,https://zknives.com/knives/steels/c35k.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
F.1140,F.1140,https://zknives.com/knives/steels/f.1140.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
40,40,https://zknives.com/knives/steels/40.shtml,"mo,v,w,co,nb,n",zknives_mismatches.csv,grade
SM40C,SM40C,https://zknives.com/knives/steels/sm40c.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
X90CrMoV17,X90CrMoV17,https://zknives.com/knives/steels/x90crmov17.shtml,"manufacturer,standard,w,ni,cu,nb,n",zknives_mismatches.csv,link
1.4535,1.4535,https://zknives.com/knives/steels/1.4535.shtml,"manufacturer,standard,w,ni,cu,nb,n",zknives_mismatches.csv,link
Z100CDK15,Z100CDK15,https://zknives.com/knives/steels/z100cdk15.shtml,"manufacturer,standard,w,ni,cu,nb,n",zknives_mismatches.csv,link
N688,N688,https://zknives.com/knives/steels/n688.shtml,"manufacturer,standard,w,ni,cu,nb,n",zknives_mismatches.csv,link
Dauphinox T10MC,Dauphinox T10MC,https://zknives.com/knives/steels/dauphinox_t10mc.shtml,"manufacturer,standard,v,w,ni,mn,si,s,p,cu,nb,n",zknives_mismatches.csv,link
RFSh3,RFSh3,https://zknives.com/knives/steels/rfsh3.shtml,"manufacturer,standard,w,ni,cu,nb,n",zknives_mismatches.csv,link
1064,1064,https://zknives.com/knives/steels/1064.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
1.1211,1.1211,https://zknives.com/knives/steels/1.1211.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
1.0761,1.0761,https://zknives.com/knives/steels/1.0761.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
1678,1678,https://zknives.com/knives/steels/1678.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
FMR66,FMR66,https://zknives.com/knives/steels/fmr66.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
FMR68,FMR68,https://zknives.com/knives/steels/fmr68.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
#65,#65,https://zknives.com/knives/steels/!65.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
OLC60X,OLC60X,https://zknives.com/knives/steels/olc60x.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
OLX60XS,OLX60XS,https://zknives.com/knives/steels/olx60xs.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
Diro-C67,Diro-C67,https://zknives.com/knives/steels/diro-c67.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
1069,1069,https://zknives.com/knives/steels/1069.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
D70-2,D70-2,https://zknives.com/knives/steels/d70-2.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
D73-2,D73-2,https://zknives.com/knives/steels/d73-2.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
C68,C68,https://zknives.com/knives/steels/c68.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
D68-3,D68-3,https://zknives.com/knives/steels/d68-3.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
1.0615,1.0615,https://zknives.com/knives/steels/1.0615.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
1.0627,1.0627,https://zknives.com/knives/steels/1.0627.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
1.1232,1.1232,https://zknives.com/knives/steels/1.1232.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
1.1237,1.1237,https://zknives.com/knives/steels/1.1237.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
1.1249,1.1249,https://zknives.com/knives/steels/1.1249.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
1.1251,1.1251,https://zknives.com/knives/steels/1.1251.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
T42,T42,https://zknives.com/knives/steels/t42.shtml,"manufacturer,standard,ni,mn,si,s,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
S10-4-3-10,S10-4-3-10,https://zknives.com/knives/steels/s10-4-3-10.shtml,"manufacturer,standard,ni,mn,si,s,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
1.3393,1.3393,https://zknives.com/knives/steels/1.3393.shtml,"manufacturer,standard,ni,mn,si,s,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
F.5553,F.5553,https://zknives.com/knives/steels/f.5553.shtml,"manufacturer,standard,ni,mn,si,s,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
10-4-3-10,10-4-3-10,https://zknives.com/knives/steels/10-4-3-10.shtml,"manufacturer,standard,ni,mn,si,s,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
S700,S700,https://zknives.com/knives/steels/s700.shtml,"manufacturer,standard,ni,mn,si,s,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
HYCo10,HYCo10,https://zknives.com/knives/steels/hyco10.shtml,"manufacturer,standard,ni,mn,si,s,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
LO-S 3207,LO-S 3207,https://zknives.com/knives/steels/lo-s_3207.shtml,"manufacturer,standard,ni,mn,si,s,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
LO-QPM 30,LO-QPM 30,https://zknives.com/knives/steels/lo-qpm_30.shtml,"manufacturer,standard,ni,s,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
BRU,BRU,https://zknives.com/knives/steels/bru.shtml,"manufacturer,standard,ni,mn,si,s,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
FAX40,FAX40,https://zknives.com/knives/steels/fax40.shtml,"manufacturer,standard,ni,mn,si,s,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
SVZ210,SVZ210,https://zknives.com/knives/steels/svz210.shtml,"manufacturer,standard,ni,mn,si,s,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
SIRapid 3207,SIRapid 3207,https://zknives.com/knives/steels/sirapid_3207.shtml,"manufacturer,standard,ni,mn,si,s,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
Thyrapid3207,Thyrapid3207,https://zknives.com/knives/steels/thyrapid3207.shtml,"manufacturer,standard,ni,mn,si,s,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
3207,3207,https://zknives.com/knives/steels/3207.shtml,"manufacturer,standard,ni,mn,si,s,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
TKM3207,TKM3207,https://zknives.com/knives/steels/tkm3207.shtml,"manufacturer,standard,ni,mn,si,s,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
SSB120,SSB120,https://zknives.com/knives/steels/ssb120.shtml,"manufacturer,standard,ni,mn,si,s,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
KHV5,KHV5,https://zknives.com/knives/steels/khv5.shtml,"mo,co,ni,nb,n",zknives_mismatches.csv,link
SKS1,SKS1,https://zknives.com/knives/steels/sks1.shtml,"mo,co,ni,nb,n",zknives_mismatches.csv,link
CrW5,CrW5,https://zknives.com/knives/steels/crw5.shtml,"mo,co,ni,nb,n",zknives_mismatches.csv,link
XV5,XV5,https://zknives.com/knives/steels/xv5.shtml,"mo,co,ni,nb,n",zknives_mismatches.csv,link
Almaznaya Stal,Almaznaya Stal,https://zknives.com/knives/steels/almaznaya_stal.shtml,"mo,co,ni,s,p,nb,n,analogues",zknives_mismatches.csv,link
GM1,GM1,https://zknives.com/knives/steels/gm1.shtml,"mo,co,ni,nb,n",zknives_mismatches.csv,link
Yellow Saw,Yellow Saw,https://zknives.com/knives/steels/yellow_saw.shtml,"manufacturer,standard,cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
F3,F3,https://zknives.com/knives/steels/f3.shtml,"mo,v,co,ni,cu,nb,n",zknives_mismatches.csv,link
K510,K510,https://zknives.com/knives/steels/k510.shtml,"manufacturer,standard,mo,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
BA SILVER,BA SILVER,https://zknives.com/knives/steels/ba_silver.shtml,"manufacturer,standard,mo,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
CCV-120,CCV-120,https://zknives.com/knives/steels/ccv-120.shtml,"manufacturer,standard,mo,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
OCR1,OCR1,https://zknives.com/knives/steels/ocr1.shtml,"standard,mo,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
Ossenberg CRV,Ossenberg CRV,https://zknives.com/knives/steels/ossenberg_crv.shtml,"manufacturer,standard,mo,w,co,ni,s,p,cu,nb,n",zknives_mismatches.csv,link
DS SPecial,DS Special,https://zknives.com/knives/steels/ds_special.shtml,"manufacturer,standard",zknives_mismatches.csv,link
Thyrodur2210,Thyrodur2210,https://zknives.com/knives/steels/thyrodur2210.shtml,"manufacturer,standard,mo,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
ES10,ES10,https://zknives.com/knives/steels/es10.shtml,"manufacturer,standard,mo,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
S-Magic,S-Magic,https://zknives.com/knives/steels/s-magic.shtml,"manufacturer,standard,v,co,nb,n",zknives_mismatches.csv,link
SLD Magic,SLD Magic,https://zknives.com/knives/steels/sld_magic.shtml,"manufacturer,standard,v,co,nb,n",zknives_mismatches.csv,link
QCM8,QCM8,https://zknives.com/knives/steels/qcm8.shtml,"manufacturer,standard,v,co,nb,n",zknives_mismatches.csv,link
Kinite,Kinite,https://zknives.com/knives/steels/kinite.shtml,"standard,v,w,cu,nb,n",zknives_mismatches.csv,link
SPY27,SPY27,https://zknives.com/knives/steels/spy27.shtml,"manufacturer,standard,w,ni,cu,tech,analogues",zknives_mismatches.csv,link
X39CrMo17-1,X39CrMo17-1,https://zknives.com/knives/steels/x39crmo17-1.shtml,"manufacturer,standard,v,w,co,cu,nb,n",zknives_mismatches.csv,link
X35CrMo17,X35CrMo17,https://zknives.com/knives/steels/x35crmo17.shtml,"manufacturer,standard,v,w,co,cu,nb,n",zknives_mismatches.csv,link
1.4122,1.4122,https://zknives.com/knives/steels/1.4122.shtml,"manufacturer,standard,v,w,co,cu,nb,n",zknives_mismatches.csv,link
40KH16M,40KH16M,https://zknives.com/knives/steels/40kh16m.shtml,"manufacturer,standard,v,w,co,cu,nb,n",zknives_mismatches.csv,link
40CH16M,40CH16M,https://zknives.com/knives/steels/40ch16m.shtml,"manufacturer,standard,v,w,co,cu,nb,n",zknives_mismatches.csv,link
40X16M,40X16M,https://zknives.com/knives/steels/40x16m.shtml,"manufacturer,standard,v,w,co,cu,nb,n",zknives_mismatches.csv,link
3H17M,3H17M,https://zknives.com/knives/steels/3h17m.shtml,"manufacturer,standard,v,w,co,cu,nb,n",zknives_mismatches.csv,link
N335,N335,https://zknives.com/knives/steels/n335.shtml,"standard,v,w,co,cu,nb,n",zknives_mismatches.csv,link
GR17M,GR17M,https://zknives.com/knives/steels/gr17m.shtml,"manufacturer,standard,v,w,co,cu,nb,n",zknives_mismatches.csv,link
HC17M,HC17M,https://zknives.com/knives/steels/hc17m.shtml,"manufacturer,standard,v,w,co,cu,nb,n",zknives_mismatches.csv,link
Coracid4122,Coracid4122,https://zknives.com/knives/steels/coracid4122.shtml,"manufacturer,standard,v,w,co,cu,nb,n",zknives_mismatches.csv,link
RFMo,RFMo,https://zknives.com/knives/steels/rfmo.shtml,"manufacturer,standard,v,w,co,cu,nb,n",zknives_mismatches.csv,link
PK335,PK335,https://zknives.com/knives/steels/pk335.shtml,"manufacturer,standard,v,w,co,cu,nb,n,analogues",zknives_mismatches.csv,link
RFSh4,RFSh4,https://zknives.com/knives/steels/rfsh4.shtml,"manufacturer,standard,v,w,co,cu,nb,n",zknives_mismatches.csv,link
PMCo174,PMCo174,https://zknives.com/knives/steels/pmco174.shtml,"manufacturer,standard,v,w,co,cu,nb,n",zknives_mismatches.csv,link
GX35CrMo17,GX35CrMo17,https://zknives.com/knives/steels/gx35crmo17.shtml,"manufacturer,standard,v,w,co,cu,nb,n",zknives_mismatches.csv,link
Corronon17Mo,Corronon17Mo,https://zknives.com/knives/steels/corronon17mo.shtml,"manufacturer,standard,v,w,co,cu,nb,n",zknives_mismatches.csv,link
REMANIT4122,REMANIT4122,https://zknives.com/knives/steels/remanit4122.shtml,"manufacturer,standard,v,w,co,cu,nb,n",zknives_mismatches.csv,link
NOVONIT4122,NOVONIT4122,https://zknives.com/knives/steels/novonit4122.shtml,"manufacturer,standard,v,w,co,cu,nb,n",zknives_mismatches.csv,link
Westig4122,Westig4122,https://zknives.com/knives/steels/westig4122.shtml,"manufacturer,standard,v,w,co,cu,nb,n",zknives_mismatches.csv,link
K35L,K35L,https://zknives.com/knives/steels/k35l.shtml,"manufacturer,standard,v,w,co,cu,nb,n",zknives_mismatches.csv,link
Z130WDCV06-05-04-04,Z130WDCV06-05-04-04,https://zknives.com/knives/steels/z130wdcv06-05-04-04.shtml,"ni,cu,nb,n,analogues",zknives_mismatches.csv,link
1.3351,1.3351,https://zknives.com/knives/steels/1.3351.shtml,"ni,cu,nb,n,analogues",zknives_mismatches.csv,link
S690,S690,https://zknives.com/knives/steels/s690.shtml,"ni,cu,nb,n,analogues",zknives_mismatches.csv,link
PM4,PM4,https://zknives.com/knives/steels/pm4.shtml,"ni,cu,nb,n,analogues",zknives_mismatches.csv,link
Stellapur PM4,Stellapur PM4,https://zknives.com/knives/steels/stellapur_pm4.shtml,"ni,cu,nb,n",zknives_mismatches.csv,link
1.2695,1.2695,https://zknives.com/knives/steels/1.2695.shtml,"manufacturer,standard,co,ni,cu,nb,n",zknives_mismatches.csv,link
81MoCrV42-16,81MoCrV42-16,https://zknives.com/knives/steels/81mocrv42-16.shtml,"manufacturer,standard,w,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
M50,M50,https://zknives.com/knives/steels/m50.shtml,"manufacturer,standard,w,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
1.2369,1.2369,https://zknives.com/knives/steels/1.2369.shtml,"manufacturer,standard,w,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
1.3325,1.3325,https://zknives.com/knives/steels/1.3325.shtml,"manufacturer,standard,w,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
HS0-4-1,HS0-4-1,https://zknives.com/knives/steels/hs0-4-1.shtml,"manufacturer,standard,w,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
RA50YW,RA50YW,https://zknives.com/knives/steels/ra50yw.shtml,"manufacturer,standard,w,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
RA4W,RA4W,https://zknives.com/knives/steels/ra4w.shtml,"manufacturer,standard,w,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
RPMoH,RPMoH,https://zknives.com/knives/steels/rpmoh.shtml,"manufacturer,standard,w,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
OH260,OH260,https://zknives.com/knives/steels/oh260.shtml,"manufacturer,standard,w,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
EPS69,EPS69,https://zknives.com/knives/steels/eps69.shtml,"manufacturer,standard,w,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
SIHard 2369,SIHard 2369,https://zknives.com/knives/steels/sihard_2369.shtml,"manufacturer,standard,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
Yushu,Yushu,https://zknives.com/knives/steels/yushu.shtml,"standard,v,w,co,cu,nb,tech",zknives_mismatches.csv,link
1.2601,1.2601,https://zknives.com/knives/steels/1.2601.shtml,"manufacturer,standard,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
X165CrMoW12KU,X165CrMoW12KU,https://zknives.com/knives/steels/x165crmow12ku.shtml,"manufacturer,standard,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
C.4750,C.4750,https://zknives.com/knives/steels/c.4750.shtml,"manufacturer,standard,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
165VWMoCr115,165VWMoCr115,https://zknives.com/knives/steels/165vwmocr115.shtml,"manufacturer,standard,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
2601,2601,https://zknives.com/knives/steels/2601.shtml,"manufacturer,standard,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
CPPK,CPPK,https://zknives.com/knives/steels/cppk.shtml,"manufacturer,standard,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
50SZ-Spezial,50SZ-Spezial,https://zknives.com/knives/steels/50sz-spezial.shtml,"manufacturer,standard,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
SL-Spezial,SL-Spezial,https://zknives.com/knives/steels/sl-spezial.shtml,"manufacturer,standard,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
Intensiv-Spezial,Intensiv-Spezial,https://zknives.com/knives/steels/intensiv-spezial.shtml,"manufacturer,standard,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
CH160W,CH160W,https://zknives.com/knives/steels/ch160w.shtml,"manufacturer,standard,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
L170,L170,https://zknives.com/knives/steels/l170.shtml,"manufacturer,standard,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
VG11,VG11,https://zknives.com/knives/steels/vg11.shtml,"manufacturer,standard,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
OCR12EX,OCR12EX,https://zknives.com/knives/steels/ocr12ex.shtml,"manufacturer,standard,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
ESMo,ESMo,https://zknives.com/knives/steels/esmo.shtml,"manufacturer,standard,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
NM240WMo,NM240WMo,https://zknives.com/knives/steels/nm240wmo.shtml,"manufacturer,standard,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
476E,476E,https://zknives.com/knives/steels/476e.shtml,"manufacturer,standard,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
SIHard 2601,SIHard 2601,https://zknives.com/knives/steels/sihard_2601.shtml,"manufacturer,standard,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
BoraspezialM,BoraspezialM,https://zknives.com/knives/steels/boraspezialm.shtml,"manufacturer,standard,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
LC120,LC120,https://zknives.com/knives/steels/lc120.shtml,"manufacturer,standard,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
73WCrMoV2-2,73WCrMoV2-2,https://zknives.com/knives/steels/73wcrmov2-2.shtml,"manufacturer,standard,mo,co,ni,cu,nb,n",zknives_mismatches.csv,link
1.2604,1.2604,https://zknives.com/knives/steels/1.2604.shtml,"manufacturer,standard,mo,co,ni,cu,nb,n",zknives_mismatches.csv,link
BE2604,BE2604,https://zknives.com/knives/steels/be2604.shtml,"manufacturer,standard,mo,co,ni,cu,nb,n",zknives_mismatches.csv,link
CD1,CD1,https://zknives.com/knives/steels/cd1.shtml,"manufacturer,standard,w,co,cu,nb,tech,analogues",zknives_mismatches.csv,link
Micro-Melt CD#1,Micro-Melt CD#1,https://zknives.com/knives/steels/micro-melt_cd!1.shtml,"manufacturer,standard,w,co,cu,nb,tech,analogues",zknives_mismatches.csv,link
CD#1,CD#1,https://zknives.com/knives/steels/cd!1.shtml,"manufacturer,standard,w,co,cu,nb,tech,analogues",zknives_mismatches.csv,link
Z-Tuff,Z-Tuff,https://zknives.com/knives/steels/z-tuff.shtml,"manufacturer,standard,w,co,cu,nb,tech,analogues",zknives_mismatches.csv,link
5Cr14MoV,5Cr14MoV,https://zknives.com/knives/steels/5cr14mov.shtml,"w,co,ni,cu,nb,n",zknives_mismatches.csv,link
50CH14MF,50CH14MF,https://zknives.com/knives/steels/50ch14mf.shtml,"w,co,ni,cu,nb,n",zknives_mismatches.csv,link
140CrV1,140CrV1,https://zknives.com/knives/steels/140crv1.shtml,"manufacturer,standard,mo,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
1.2206,1.2206,https://zknives.com/knives/steels/1.2206.shtml,"manufacturer,standard,mo,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
UHB30C5,UHB30C5,https://zknives.com/knives/steels/uhb30c5.shtml,"manufacturer,standard,mo,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
B5Cr1,B5Cr1,https://zknives.com/knives/steels/b5cr1.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
Cr1,Cr1,https://zknives.com/knives/steels/cr1.shtml,"mo,v,w,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
PV3,PV3,https://zknives.com/knives/steels/pv3.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
Thyrodur2004,Thyrodur2004,https://zknives.com/knives/steels/thyrodur2004.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
MC4,MC4,https://zknives.com/knives/steels/mc4.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
SIhard S460,SIhard S460,https://zknives.com/knives/steels/sihard_s460.shtml,"manufacturer,standard,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
C125U,C125U,https://zknives.com/knives/steels/c125u.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
W112,W112,https://zknives.com/knives/steels/w112.shtml,"manufacturer,standard,cr,mo,v,w,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
C125W,C125W,https://zknives.com/knives/steels/c125w.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
1.1563,1.1563,https://zknives.com/knives/steels/1.1563.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
